Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Nyamien;Star;13:55:42.71;-32:09:34.6;Cen;;;;;10.80;;;;;;;;;;;;;;;;;;WASP-15;Nyamien;;;
Ogma;Star;16:30:29.62;+38:20:50.3;Her;;;;;8.16;;;;;;;;;;;;;;;;;;HD 149026,HIP 80838,HD 149026;Ogma;;;
Okab;Star;19:05:24.61;+13:51:48.5;Aql;;;;;2.99;;;;;;;;;;;;;;;;;;HR 7235,zet Aql,HIP 93747,HD 177724;Okab;;;
Paikauhale;Star;16:35:52.95;-28:12:57.7;Sco;;;;;2.82;;;;;;;;;;;;;;;;;;HR 6165,tau Sco,HIP 81266,HD 149438;Paikauhale;;;
Parumleo;Star;00:15:50.81;+01:12:01.6;Psc;;;;;11.41;;;;;;;;;;;;;;;;;;WASP-32;Parumleo;;;
Peacock;Star;20:25:38.86;-56:44:06.3;Pav;;;;;1.94;;;;;;;;;;;;;;;;;;HR 7790,alf Pav,HIP 100751,HD 193924;Peacock;;;
Petra;Star;20:12:40.17;-02:08:39.2;Aql;;;;;11.27;;;;;;;;;;;;;;;;;;WASP-80;Petra;;;
Phact;Star;05:39:38.94;-34:04:26.8;Col;;;;;2.65;;;;;;;;;;;;;;;;;;HR 1956,alf Col,HIP 26634,HD 37795;Phact;;;
Phecda;Star;11:53:49.84;+53:41:41.1;UMa;;;;;2.41;;;;;;;;;;;;;;;;;;HR 4554,gam UMa,HIP 58001,HD 103287;Phecda;;;
Pherkad;Star;15:20:43.72;+71:50:02.5;UMi;;;;;3.00;;;;;;;;;;;;;;;;;;HR 5735,gam UMi,HIP 75097,HD 137422;Pherkad;;;
Phoenicia;Star;20:13:59.85;-00:52:00.8;Aql;;;;;7.79;;;;;;;;;;;;;;;;;;HD 192263,V1703 Aql,HIP 99711,HD 192263;Phoenicia;;;
Piautos;Star;08:20:32.14;+24:01:20.3;Cnc;;;;;5.92;;;;;;;;;;;;;;;;;;HR 3268,lam Cnc,HIP 40881,HD 70011;Piautos;;;
Pincoya;Star;18:03:06.93;-28:33:38.4;Sgr;;;;;9.66;;;;;;;;;;;;;;;;;;HD 164604,HIP 88414,HD 164604;Pincoya;;;
Pipirima;Star;16:52:20.15;-38:01:03.1;Sco;;;;;3.56;;;;;;;;;;;;;;;;;;HR 6252,mu02 Sco,HIP 82545,HD 151985;Pipirima;;;
Pipoltr;Star;17:52:07.02;+37:32:46.2;Her;;;;;12.20;;;;;;;;;;;;;;;;;;TrES-3,V1434 Her;Pipoltr;;;
Pleione;Star;03:49:11.22;+24:08:12.2;Tau;;;;;5.05;;;;;;;;;;;;;;;;;;HR 1180,28 Tau,HIP 17851,HD 23862;Pleione;;;
Poerava;Star;23:31:20.34;-58:12:35.0;Tuc;;;;;7.82;;;;;;;;;;;;;;;;;;HD 221287,HIP 116084,HD 221287;Poerava;;;
Polaris;Star;02:31:49.09;+89:15:50.8;UMi;;;;;2.13;;;;;;;;;;;;;;;;;;HR 424,alf UMi,HIP 11767,HD 8890;Polaris;;;
Polaris Australis;Star;21:08:46.84;-88:57:23.4;Oct;;;;;5.45;;;;;;;;;;;;;;;;;;HR 7228,sig Oct,HIP 104382,HD 177482;Polaris Australis;;;
Polis;Star;18:13:45.81;-21:03:31.8;Sgr;;;;;3.84;;;;;;;;;;;;;;;;;;HR 6812,mu Sgr,HIP 89341,HD 166937;Polis;;;
Pollux;Star;07:45:18.95;+28:01:34.3;Gem;;;;;1.16;;;;;;;;;;;;;;;;;;HR 2990,bet Gem,HIP 37826,HD 62509;Pollux;;;
Porrima;Star;12:41:39.64;-01:26:57.7;Vir;;;;;3.44;;;;;;;;;;;;;;;;;;HR 4825,gam Vir,HIP 61941,HD 110379;Porrima;;;
Praecipua;Star;10:53:18.70;+34:12:53.5;LMi;;;;;3.79;;;;;;;;;;;;;;;;;;HR 4247,46 LMi,HIP 53229,HD 94264;Praecipua;;;
Prima Hyadum;Star;04:19:47.60;+15:37:39.5;Tau;;;;;3.65;;;;;;;;;;;;;;;;;;HR 1346,gam Tau,HIP 20205,HD 27371;Prima Hyadum;;;
Procyon;Star;07:39:18.12;+05:13:30.0;CMi;;;;;0.40;;;;;;;;;;;;;;;;;;HR 2943,alf CMi,HIP 37279,HD 61421;Procyon;;;
Propus;Star;06:14:52.66;+22:30:24.5;Gem;;;;;3.32;;;;;;;;;;;;;;;;;;HR 2216,eta Gem,HIP 29655,HD 42995;Propus;;;
Proxima Centauri;Star;14:29:42.95;-62:40:46.1;Cen;;;;;11.01;;;;;;;;;;;;;;;;;;GJ 551,alf Cen,HIP 70890,HD 999999;Proxima Centauri;;;
Ran;Star;03:32:55.84;-09:27:29.7;Eri;;;;;3.73;;;;;;;;;;;;;;;;;;HR 1084,eps Eri,HIP 16537,HD 22049;Ran;;;
Rana;Star;03:43:14.90;-09:45:48.2;Eri;;;;;3.53;;;;;;;;;;;;;;;;;;HR 1136,del Eri,HIP 17378,HD 23249;Rana;;;
Rapeto;Star;17:04:30.87;-43:18:35.2;Sco;;;;;7.39;;;;;;;;;;;;;;;;;;HD 153950,HIP 83547,HD 153950;Rapeto;;;
Rasalas;Star;09:52:45.82;+26:00:25.0;Leo;;;;;3.88;;;;;;;;;;;;;;;;;;HR 3905,mu Leo,HIP 48455,HD 85503;Rasalas;;;
Rasalgethi;Star;17:14:38.86;+14:23:25.2;Her;;;;;3.37;;;;;;;;;;;;;;;;;;HR 6406,alf01 Her,HIP 84345,HD 156014;Rasalgethi;;;
Rasalhague;Star;17:34:56.07;+12:33:36.1;Oph;;;;;2.08;;;;;;;;;;;;;;;;;;HR 6556,alf Oph,HIP 86032,HD 159561;Rasalhague;;;
Rastaban;Star;17:30:25.96;+52:18:05.0;Dra;;;;;2.79;;;;;;;;;;;;;;;;;;HR 6536,bet Dra,HIP 85670,HD 159181;Rastaban;;;
Regulus;Star;10:08:22.31;+11:58:02.0;Leo;;;;;1.36;;;;;;;;;;;;;;;;;;HR 3982,alf Leo,HIP 49669,HD 87901;Regulus;;;
Revati;Star;01:13:43.89;+07:34:31.3;Psc;;;;;5.21;;;;;;;;;;;;;;;;;;HR 361,zet Psc,HIP 5737,HD 7344;Revati;;;
Rigel;Star;05:14:32.27;-08:12:05.9;Ori;;;;;0.18;;;;;;;;;;;;;;;;;;HR 1713,bet Ori,HIP 24436,HD 34085;Rigel;;;
Rigil Kentaurus;Star;14:39:36.50;-60:50:02.3;Cen;;;;;-0.01;;;;;;;;;;;;;;;;;;HR 5459,alf Cen,HIP 71683,HD 128620;Rigil Kentaurus;;;
Rosaliadecastro;Star;16:32:51.05;+02:05:05.4;Oph;;;;;7.89;;;;;;;;;;;;;;;;;;HD 149143,HIP 81022,HD 149143;Rosaliadecastro,Rosalíadecastro;;;
Rotanev;Star;20:37:32.94;+14:35:42.4;Del;;;;;3.64;;;;;;;;;;;;;;;;;;HR 7882,bet Del,HIP 101769,HD 196524;Rotanev;;;
Ruchbah;Star;01:25:48.95;+60:14:07.0;Cas;;;;;2.66;;;;;;;;;;;;;;;;;;HR 403,del Cas,HIP 6686,HD 8538;Ruchbah;;;
Rukbat;Star;19:23:53.18;-40:36:57.4;Sgr;;;;;3.96;;;;;;;;;;;;;;;;;;HR 7348,alf Sgr,HIP 95347,HD 181869;Rukbat;;;
Sabik;Star;17:10:22.69;-15:43:29.7;Oph;;;;;2.43;;;;;;;;;;;;;;;;;;HR 6378,eta Oph,HIP 84012,HD 155125;Sabik;;;
Saclateni;Star;05:02:28.69;+41:04:33.0;Aur;;;;;3.69;;;;;;;;;;;;;;;;;;HR 1612,zet Aur,HIP 23453,HD 32068;Saclateni;;;
Sadachbia;Star;22:21:39.38;-01:23:14.4;Aqr;;;;;3.86;;;;;;;;;;;;;;;;;;HR 8518,gam Aqr,HIP 110395,HD 212061;Sadachbia;;;
Sadalbari;Star;22:50:00.19;+24:36:05.7;Peg;;;;;3.51;;;;;;;;;;;;;;;;;;HR 8684,mu Peg,HIP 112748,HD 216131;Sadalbari;;;
Sadalmelik;Star;22:05:47.04;-00:19:11.5;Aqr;;;;;2.95;;;;;;;;;;;;;;;;;;HR 8414,alf Aqr,HIP 109074,HD 209750;Sadalmelik;;;
Sadalsuud;Star;21:31:33.53;-05:34:16.2;Aqr;;;;;2.90;;;;;;;;;;;;;;;;;;HR 8232,bet Aqr,HIP 106278,HD 204867;Sadalsuud;;;
Sadr;Star;20:22:13.70;+40:15:24.0;Cyg;;;;;2.23;;;;;;;;;;;;;;;;;;HR 7796,gam Cyg,HIP 100453,HD 194093;Sadr;;;
Sagarmatha;Star;11:35:51.52;-04:45:20.5;Leo;;;;;8.42;;;;;;;;;;;;;;;;;;HD 100777,HIP 56572,HD 100777;Sagarmatha;;;
Saiph;Star;05:47:45.39;-09:40:10.6;Ori;;;;;2.07;;;;;;;;;;;;;;;;;;HR 2004,kap Ori,HIP 27366,HD 38771;Saiph;;;
Salm;Star;23:20:38.24;+23:44:25.2;Peg;;;;;4.58;;;;;;;;;;;;;;;;;;HR 8880,tau Peg,HIP 115250,HD 220061;Salm;;;
Samaya;Star;21:38:08.40;-31:44:14.9;PsA;;;;;8.56;;;;;;;;;;;;;;;;;;HD 205739,HIP 106824,HD 205739;Samaya,Sāmaya;;;
Sansuna;Star;20:12:46.89;+18:06:17.4;Sge;;;;;10.31;;;;;;;;;;;;;;;;;;HAT-P-34;Sansuna;;;
Sargas;Star;17:37:19.13;-42:59:52.2;Sco;;;;;1.86;;;;;;;;;;;;;;;;;;HR 6553,tet Sco,HIP 86228,HD 159532;Sargas;;;
Sarin;Star;17:15:01.91;+24:50:21.1;Her;;;;;3.12;;;;;;;;;;;;;;;;;;HR 6410,del Her,HIP 84379,HD 156164;Sarin;;;
Sceptrum;Star;04:38:10.82;-14:18:14.5;Eri;;;;;4.02;;;;;;;;;;;;;;;;;;HR 1481,53 Eri,HIP 21594,HD 29503;Sceptrum;;;
Scheat;Star;23:03:46.46;+28:04:58.0;Peg;;;;;2.44;;;;;;;;;;;;;;;;;;HR 8775,bet Peg,HIP 113881,HD 217906;Scheat;;;
Schedar;Star;00:40:30.44;+56:32:14.4;Cas;;;;;2.24;;;;;;;;;;;;;;;;;;HR 168,alf Cas,HIP 3179,HD 3712;Schedar;;;
Secunda Hyadum;Star;04:22:56.09;+17:32:33.1;Tau;;;;;3.78;;;;;;;;;;;;;;;;;;HR 1373,del01 Tau,HIP 20455,HD 27697;Secunda Hyadum;;;
Segin;Star;01:54:23.73;+63:40:12.4;Cas;;;;;3.35;;;;;;;;;;;;;;;;;;HR 0542,eps Cas,HIP 8886,HD 11415;Segin;;;
Seginus;Star;14:32:04.67;+38:18:29.7;Boo;;;;;3.04;;;;;;;;;;;;;;;;;;HR 5435,gam Boo,HIP 71075,HD 127762;Seginus;;;
Sham;Star;19:40:05.79;+18:00:50.0;Sge;;;;;4.39;;;;;;;;;;;;;;;;;;HR 7479,alf Sge,HIP 96757,HD 185758;Sham;;;
Shama;Star;11:24:17.36;-01:31:44.7;Leo;;;;;9.10;;;;;;;;;;;;;;;;;;HD 99109,HIP 55664,HD 99109;Shama;;;
Sharjah;Star;16:12:41.78;-18:52:31.8;Sco;;;;;11.34;;;;;;;;;;;;;;;;;;HIP 79431,HIP 79431;Sharjah;;;
Shaula;Star;17:33:36.52;-37:06:13.8;Sco;;;;;2.08;;;;;;;;;;;;;;;;;;HR 6527,lam Sco,HIP 85927,HD 158926;Shaula;;;
Sheliak;Star;18:50:04.79;+33:21:45.6;Lyr;;;;;3.60;;;;;;;;;;;;;;;;;;HR 7106,bet Lyr,HIP 92420,HD 174638;Sheliak;;;
Sheratan;Star;01:54:38.41;+20:48:28.9;Ari;;;;;2.70;;;;;;;;;;;;;;;;;;HR 553,bet Ari,HIP 8903,HD 11636;Sheratan;;;
Sika;Star;19:22:52.98;-32:55:08.6;Sgr;;;;;7.84;;;;;;;;;;;;;;;;;;HD 181720,HIP 95262,HD 181720;Sika;;;
Sirius;Star;06:45:08.92;-16:42:58.0;CMa;;;;;-1.45;;;;;;;;;;;;;;;;;;HR 2491,alf CMa,HIP 32349,HD 48915;Sirius;;;
Situla;Star;22:37:45.38;-04:13:41.0;Aqr;;;;;5.04;;;;;;;;;;;;;;;;;;HR 8610,kap Aqr,HIP 111710,HD 214376;Situla;;;
Skat;Star;22:54:39.01;-15:49:15.0;Aqr;;;;;3.27;;;;;;;;;;;;;;;;;;HR 8709,del Aqr,HIP 113136,HD 216627;Skat;;;
Solaris;Star;21:13:35.99;+14:41:21.8;Peg;;;;;9.78;;;;;;;;;;;;;;;;;;BD+14 4559,HIP 104780;Solaris;;;
Spica;Star;13:25:11.58;-11:09:40.7;Vir;;;;;0.98;;;;;;;;;;;;;;;;;;HR 5056,alf Vir,HIP 65474,HD 116658;Spica;;;
Sterrennacht;Star;23:39:05.81;+42:27:57.5;And;;;;;10.54;;;;;;;;;;;;;;;;;;HAT-P-6;Sterrennacht;;;
Stribor;Star;08:53:50.81;+33:03:24.5;Lyn;;;;;8.03;;;;;;;;;;;;;;;;;;HD 75898,HIP 43674,HD 75898;Stribor;;;
Sualocin;Star;20:39:38.29;+15:54:43.5;Del;;;;;3.86;;;;;;;;;;;;;;;;;;HR 7906,alf Del,HIP 101958,HD 196867;Sualocin;;;
Subra;Star;09:41:09.03;+09:53:32.3;Leo;;;;;3.52;;;;;;;;;;;;;;;;;;HR 3852,omi Leo,HIP 47508,HD 83808;Subra;;;
Suhail;Star;09:07:59.76;-43:25:57.3;Vel;;;;;2.23;;;;;;;;;;;;;;;;;;HR 3634,lam Vel,HIP 44816,HD 78647;Suhail;;;
Sulafat;Star;18:58:56.62;+32:41:22.4;Lyr;;;;;3.25;;;;;;;;;;;;;;;;;;HR 7178,gam Lyr,HIP 93194,HD 176437;Sulafat;;;
Syrma;Star;14:16:00.87;-06:00:02.0;Vir;;;;;4.07;;;;;;;;;;;;;;;;;;HR 5338,iot Vir,HIP 69701,HD 124850;Syrma;;;
Tabit;Star;04:49:50.41;+06:57:40.6;Ori;;;;;3.19;;;;;;;;;;;;;;;;;;HR 1543,pi03 Ori,HIP 22449,HD 30652;Tabit;;;
Taika;Star;22:22:03.09;+45:27:26.5;Lac;;;;;11.35;;;;;;;;;;;;;;;;;;HAT-P-40;Taika;;;
Taiyangshou;Star;11:46:03.01;+47:46:45.9;UMa;;;;;3.69;;;;;;;;;;;;;;;;;;HR 4518,chi UMa,HIP 57399,HD 102224;Taiyangshou;;;
Taiyi;Star;12:55:28.55;+65:26:18.5;Dra;;;;;5.23;;;;;;;;;;;;;;;;;;HR 4916,8 Dra,HIP 63076,HD 112429;Taiyi;;;
Talitha;Star;08:59:12.45;+48:02:30.6;UMa;;;;;3.12;;;;;;;;;;;;;;;;;;HR 3569,iot UMa,HIP 44127,HD 76644;Talitha;;;
Tangra;Star;23:09:58.25;+18:23:45.9;Peg;;;;;11.40;;;;;;;;;;;;;;;;;;WASP-21;Tangra;;;
Tania Australis;Star;10:22:19.74;+41:29:58.3;UMa;;;;;3.06;;;;;;;;;;;;;;;;;;HR 4069,mu UMa,HIP 50801,HD 89758;Tania Australis;;;
Tania Borealis;Star;10:17:05.78;+42:54:51.7;UMa;;;;;3.45;;;;;;;;;;;;;;;;;;HR 4033,lam UMa,HIP 50372,HD 89021;Tania Borealis;;;
Tapecue;Star;07:47:49.72;-54:15:50.9;Car;;;;;8.10;;;;;;;;;;;;;;;;;;HD 63765,HIP 38041,HD 63765;Tapecue;;;
Tarazed;Star;19:46:15.58;+10:36:47.7;Aql;;;;;2.72;;;;;;;;;;;;;;;;;;HR 7525,gam Aql,HIP 97278,HD 186791;Tarazed;;;
Tarf;Star;08:16:30.92;+09:11:08.0;Cnc;;;;;3.53;;;;;;;;;;;;;;;;;;HR 3249,bet Cnc,HIP 40526,HD 69267;Tarf;;;
Taygeta;Star;03:45:12.50;+24:28:02.2;Tau;;;;;4.30;;;;;;;;;;;;;;;;;;HR 1145,19 Tau,HIP 17531,HD 23338;Taygeta;;;
Tegmine;Star;08:12:12.76;+17:38:52.1;Cnc;;;;;5.24;;;;;;;;;;;;;;;;;;HR 3208,zet01 Cnc,HIP 40167,HD 68255;Tegmine;;;
Tejat;Star;06:22:57.63;+22:30:48.9;Gem;;;;;2.87;;;;;;;;;;;;;;;;;;HR 2286,mu Gem,HIP 30343,HD 44478;Tejat;;;
Terebellum;Star;19:55:50.36;-26:17:58.3;Sgr;;;;;4.70;;;;;;;;;;;;;;;;;;HR 7597,ome Sgr,HIP 98066,HD 188376;Terebellum;;;
Tevel;Star;07:20:40.46;+37:08:26.3;Aur;;;;;12.15;;;;;;;;;;;;;;;;;;HAT-P-9;Tevel;;;
Theemin;Star;04:35:33.04;-30:33:44.4;Eri;;;;;3.81;;;;;;;;;;;;;;;;;;HR 1464,ups02 Eri,HIP 21393,HD 29291;Theemin;;;
Thuban;Star;14:04:23.35;+64:22:33.1;Dra;;;;;3.67;;;;;;;;;;;;;;;;;;HR 5291,alf Dra,HIP 68756,HD 123299;Thuban;;;
Tiaki;Star;22:42:40.05;-46:53:04.5;Gru;;;;;2.12;;;;;;;;;;;;;;;;;;HR 8636,bet Gru,HIP 112122,HD 214952;Tiaki;;;
Tianguan;Star;05:37:38.69;+21:08:33.2;Tau;;;;;2.97;;;;;;;;;;;;;;;;;;HR 1910,zet Tau,HIP 26451,HD 37202;Tianguan;;;
Tianyi;Star;12:47:34.34;+66:47:25.1;Dra;;;;;5.43;;;;;;;;;;;;;;;;;;HR 4863,7 Dra,HIP 62423,HD 111335;Tianyi;;;
Timir;Star;16:28:28.15;-13:23:58.7;Oph;;;;;6.89;;;;;;;;;;;;;;;;;;HD 148427,HIP 80687,HD 148427;Timir;;;
Tislit;Star;08:25:21.08;-11:30:03.5;Pup;;;;;10.77;;;;;;;;;;;;;;;;;;WASP-161;Tislit;;;
Titawin;Star;01:36:47.84;+41:24:19.6;And;;;;;4.09;;;;;;;;;;;;;;;;;;HR 458,ups And,HIP 7513,HD 9826;Titawin;;;
Tojil;Star;03:31:16.33;-23:49:10.8;Eri;;;;;11.58;;;;;;;;;;;;;;;;;;WASP-22;Tojil;;;
Toliman;Star;14:39:35.06;-60:50:15.1;Cen;;;;;1.35;;;;;;;;;;;;;;;;;;HR 5460,alf Cen,HIP 71681,HD 128621;Toliman;;;
Tonatiuh;Star;12:05:15.12;+76:54:20.6;Cam;;;;;5.80;;;;;;;;;;;;;;;;;;HR 4609,HIP 58952,HD 104985;Tonatiuh;;;
Torcular;Star;01:45:23.63;+09:09:27.9;Psc;;;;;4.29;;;;;;;;;;;;;;;;;;HR 510,omi Psc,HIP 8198,HD 10761;Torcular;;;
Tuiren;Star;12:33:03.91;+44:54:55.2;CVn;;;;;12.09;;;;;;;;;;;;;;;;;;HAT-P-36;Tuiren;;;
Tupa;Star;12:25:46.27;-64:01:19.5;Cru;;;;;6.99;;;;;;;;;;;;;;;;;;HD 108147,HIP 60644,HD 108147;Tupa,Tupã;;;
Tupi;Star;03:39:43.10;-52:54:57.0;Ret;;;;;7.12;;;;;;;;;;;;;;;;;;HD 23079,HIP 17096,HD 23079;Tupi;;;
Tureis;Star;08:07:32.65;-24:18:15.6;Pup;;;;;2.83;;;;;;;;;;;;;;;;;;HR 3185,rho Pup,HIP 39757,HD 67523;Tureis;;;
Ukdah;Star;09:39:51.36;-01:08:34.1;Hya;;;;;3.90;;;;;;;;;;;;;;;;;;HR 3845,iot Hya,HIP 47431,HD 83618;Ukdah;;;
Uklun;Star;11:44:50.46;-58:42:13.4;Cen;;;;;7.47;;;;;;;;;;;;;;;;;;HD 102117,HIP 57291,HD 102117;Uklun;;;
Unukalhai;Star;15:44:16.07;+06:25:32.3;Ser;;;;;2.63;;;;;;;;;;;;;;;;;;HR 5854,alf Ser,HIP 77070,HD 140573;Unukalhai;;;
Uruk;Star;19:32:04.16;+16:28:27.4;Sge;;;;;8.97;;;;;;;;;;;;;;;;;;HD 231701,HIP 96078,HD 231701;Uruk;;;
Vega;Star;18:36:56.34;+38:47:01.3;Lyr;;;;;0.03;;;;;;;;;;;;;;;;;;HR 7001,alf Lyr,HIP 91262,HD 172167;Vega;;;
Veritate;Star;23:31:17.41;+39:14:10.3;And;;;;;5.22;;;;;;;;;;;;;;;;;;HR 8930,14 And,HIP 116076,HD 221345;Veritate;;;
Vindemiatrix;Star;13:02:10.60;+10:57:32.9;Vir;;;;;2.85;;;;;;;;;;;;;;;;;;HR 4932,eps Vir,HIP 63608,HD 113226;Vindemiatrix;;;
Wasat;Star;07:20:07.38;+21:58:56.3;Gem;;;;;3.52;;;;;;;;;;;;;;;;;;HR 2777,del Gem,HIP 35550,HD 56986;Wasat;;;
Wazn;Star;05:50:57.59;-35:46:05.9;Col;;;;;3.12;;;;;;;;;;;;;;;;;;HR 2040,bet Col,HIP 27628,HD 39425;Wazn;;;
Wezen;Star;07:08:23.48;-26:23:35.5;CMa;;;;;1.83;;;;;;;;;;;;;;;;;;HR 2693,del CMa,HIP 34444,HD 54605;Wezen;;;
Wurren;Star;01:08:23.08;-55:14:44.7;Phe;;;;;4.02;;;;;;;;;;;;;;;;;;HR 338,zet Phe,HIP 5348,HD 6882;Wurren;;;
Xamidimura;Star;16:51:52.23;-38:02:50.6;Sco;;;;;3.00;;;;;;;;;;;;;;;;;;HR 6247,mu01 Sco,HIP 82514,HD 151890;Xamidimura;;;
Xihe;Star;18:43:36.11;+36:33:23.8;Lyr;;;;;6.04;;;;;;;;;;;;;;;;;;HD 173416,HIP 91852,HD 173416;Xihe;;;
Xuange;Star;14:16:23.02;+46:05:17.9;Boo;;;;;4.18;;;;;;;;;;;;;;;;;;HR 5351,lam Boo,HIP 69732,HD 125162;Xuange;;;
Yed Posterior;Star;16:18:19.29;-04:41:33.0;Oph;;;;;3.23;;;;;;;;;;;;;;;;;;HR 6075,eps Oph,HIP 79882,HD 146791;Yed Posterior;;;
Yed Prior;Star;16:14:20.74;-03:41:39.6;Oph;;;;;2.73;;;;;;;;;;;;;;;;;;HR 6056,del Oph,HIP 79593,HD 146051;Yed Prior;;;
Yildun;Star;17:32:12.99;+86:35:11.3;UMi;;;;;4.35;;;;;;;;;;;;;;;;;;HR 6789,del UMi,HIP 85822,HD 166205;Yildun;;;
Zaniah;Star;12:19:54.35;-00:40:00.5;Vir;;;;;4.60;;;;;;;;;;;;;;;;;;HR 4689,eta Vir,HIP 60129,HD 107259;Zaniah;;;
Zaurak;Star;03:58:01.77;-13:30:30.7;Eri;;;;;2.97;;;;;;;;;;;;;;;;;;HR 1231,gam Eri,HIP 18543,HD 25025;Zaurak;;;
Zavijava;Star;11:50:41.72;+01:45:53.0;Vir;;;;;3.59;;;;;;;;;;;;;;;;;;HR 4540,bet Vir,HIP 57757,HD 102870;Zavijava;;;
Zhang;Star;09:51:28.69;-14:50:47.8;Hya;;;;;4.11;;;;;;;;;;;;;;;;;;HR 3903,ups01 Hya,HIP 48356,HD 85444;Zhang;;;
Zibal;Star;03:15:50.02;-08:49:11.0;Eri;;;;;4.80;;;;;;;;;;;;;;;;;;HR 984,zet Eri,HIP 15197,HD 20320;Zibal;;;
Zosma;Star;11:14:06.50;+20:31:25.4;Leo;;;;;2.56;;;;;;;;;;;;;;;;;;HR 4357,del Leo,HIP 54872,HD 97603;Zosma;;;
Zubenelgenubi;Star;14:50:52.71;-16:02:30.4;Lib;;;;;2.75;;;;;;;;;;;;;;;;;;HR 5531,alf02 Lib,HIP 72622,HD 130841;Zubenelgenubi;;;
Zubenelhakrabi;Star;15:35:31.58;-14:47:22.3;Lib;;;;;3.91;;;;;;;;;;;;;;;;;;HR 5787,gam Lib,HIP 76333,HD 138905;Zubenelhakrabi;;;
Zubeneschamali;Star;15:17:00.41;-09:22:58.5;Lib;;;;;2.61;;;;;;;;;;;;;;;;;;HR 5685,bet Lib,HIP 74785,HD 135742;Zubeneschamali;;;
