Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Dofida;Star;13:32:25.56;-47:16:16.9;Cen;;;;;7.17;;;;;;;;;;;;;;;;;;HD 117618,HIP 66047,HD 117618;Dofida;;;
Dombay;Star;13:44:22.59;+48:01:43.2;UMa;;;;;11.28;;;;;;;;;;;;;;;;;;HAT-P-3;Dombay;;;
Dschubba;Star;16:00:20.01;-22:37:18.2;Sco;;;;;2.29;;;;;;;;;;;;;;;;;;HR 5953,del Sco,HIP 78401,HD 143275;Dschubba;;;
Dubhe;Star;11:03:43.67;+61:45:03.7;UMa;;;;;1.81;;;;;;;;;;;;;;;;;;HR 4301,alf UMa,HIP 54061,HD 95689;Dubhe;;;
Dziban;Star;17:41:56.36;+72:08:55.8;Dra;;;;;4.57;;;;;;;;;;;;;;;;;;HR 6636,psi01 Dra,HIP 86614,HD 162003;Dziban;;;
Ebla;Star;23:09:10.73;-02:15:38.7;Psc;;;;;8.59;;;;;;;;;;;;;;;;;;HD 218566,HIP 114322,HD 218566;Ebla;;;
Edasich;Star;15:24:55.78;+58:57:57.8;Dra;;;;;3.29;;;;;;;;;;;;;;;;;;HR 5744,iot Dra,HIP 75458,HD 137759;Edasich;;;
Electra;Star;03:44:52.54;+24:06:48.0;Tau;;;;;3.72;;;;;;;;;;;;;;;;;;HR 1142,17 Tau,HIP 17499,HD 23302;Electra;;;
Elgafar;Star;14:28:12.14;-02:13:40.6;Vir;;;;;4.84;;;;;;;;;;;;;;;;;;HR 5409,phi Vir,HIP 70755,HD 126868;Elgafar;;;
Elkurud;Star;06:07:31.63;-37:15:10.5;Col;;;;;5.00;;;;;;;;;;;;;;;;;;HR 2177,tet Col,HIP 29034,HD 42167;Elkurud;;;
Elnath;Star;05:26:17.51;+28:36:26.8;Tau;;;;;1.65;;;;;;;;;;;;;;;;;;HR 1791,bet Tau,HIP 25428,HD 35497;Elnath;;;
Eltanin;Star;17:56:36.37;+51:29:20.0;Dra;;;;;2.24;;;;;;;;;;;;;;;;;;HR 6705,gam Dra,HIP 87833,HD 164058;Eltanin;;;
Emiw;Star;01:10:47.22;-66:11:17.4;Tuc;;;;;8.06;;;;;;;;;;;;;;;;;;HD 7199,HIP 5529,HD 7199;Emiw;;;
Enif;Star;21:44:11.16;+09:52:30.0;Peg;;;;;2.38;;;;;;;;;;;;;;;;;;HR 8308,eps Peg,HIP 107315,HD 206778;Enif;;;
Errai;Star;23:39:20.80;+77:37:56.3;Cep;;;;;3.21;;;;;;;;;;;;;;;;;;HR 8974,gam Cep,HIP 116727,HD 222404;Errai;;;
Fafnir;Star;18:25:59.14;+65:33:48.5;Dra;;;;;4.82;;;;;;;;;;;;;;;;;;HR 6945,42 Dra,HIP 90344,HD 170693;Fafnir;;;
Fang;Star;15:58:51.11;-26:06:50.8;Sco;;;;;2.89;;;;;;;;;;;;;;;;;;HR 5944,pi Sco,HIP 78265,HD 143018;Fang;;;
Fawaris;Star;19:44:58.48;+45:07:50.9;Cyg;;;;;2.90;;;;;;;;;;;;;;;;;;HR 7528,del Cyg,HIP 97165,HD 186882;Fawaris;;;
Felis;Star;09:54:52.21;-19:00:33.6;Hya;;;;;4.94;;;;;;;;;;;;;;;;;;HR 3923,HIP 48615,HD 85951;Felis;;;
Felixvarela;Star;00:28:34.31;-16:13:34.8;Cet;;;;;9.62;;;;;;;;;;;;;;;;;;BD-17 63,HIP 2247;Felixvarela;;;
Flegetonte;Star;11:45:42.29;+02:49:17.3;Vir;;;;;8.07;;;;;;;;;;;;;;;;;;HD 102195,HIP 57370,HD 102195;Flegetonte;;;
Fomalhaut;Star;22:57:39.05;-29:37:20.1;PsA;;;;;1.17;;;;;;;;;;;;;;;;;;HR 8728,alf PsA,HIP 113368,HD 216956;Fomalhaut;;;
Formosa;Star;11:35:03.75;+20:26:29.6;Leo;;;;;6.45;;;;;;;;;;;;;;;;;;HD 100655,HIP 56508,HD 100655;Formosa;;;
Franz;Star;17:20:27.88;+38:14:31.9;Her;;;;;9.86;;;;;;;;;;;;;;;;;;HAT-P-14;Franz;;;
Fulu;Star;00:36:58.28;+53:53:48.9;Cas;;;;;3.69;;;;;;;;;;;;;;;;;;HR 153,zet Cas,HIP 2920,HD 3360;Fulu;;;
Fumalsamakah;Star;23:03:52.61;+03:49:12.2;Psc;;;;;4.48;;;;;;;;;;;;;;;;;;HR 8773,bet Psc,HIP 113889,HD 217891;Fumalsamakah;;;
Funi;Star;12:32:07.19;+74:29:22.4;Dra;;;;;8.75;;;;;;;;;;;;;;;;;;HD 109246,HIP 61177,HD 109246;Funi;;;
Furud;Star;06:20:18.79;-30:03:48.1;CMa;;;;;3.02;;;;;;;;;;;;;;;;;;HR 2282,zet CMa,HIP 30122,HD 44402;Furud;;;
Fuyue;Star;17:49:51.48;-37:02:35.9;Sco;;;;;3.19;;;;;;;;;;;;;;;;;;HR 6630,HIP 87261,HD 161892;Fuyue;;;
Gacrux;Star;12:31:09.96;-57:06:47.6;Cru;;;;;1.59;;;;;;;;;;;;;;;;;;HR 4763,gam Cru,HIP 61084,HD 108903;Gacrux;;;
Gakyid;Star;08:39:15.80;+12:57:37.4;Cnc;;;;;8.23;;;;;;;;;;;;;;;;;;HD 73534,HIP 42446,HD 73534;Gakyid;;;
Geminga;Star;06:33:54.15;+17:46:12.9;Gem;;;;;;;;;;;;;;;;;;;;;;;PSR B0633+17;Geminga;;;
Giausar;Star;11:31:24.22;+69:19:51.9;Dra;;;;;3.82;;;;;;;;;;;;;;;;;;HR 4434,lam Dra,HIP 56211,HD 100029;Giausar;;;
Gienah;Star;12:15:48.37;-17:32:30.9;Crv;;;;;2.58;;;;;;;;;;;;;;;;;;HR 4662,gam Crv,HIP 59803,HD 106625;Gienah;;;
Ginan;Star;12:21:21.61;-60:24:04.1;Cru;;;;;3.59;;;;;;;;;;;;;;;;;;HR 4700,eps Cru,HIP 60260,HD 107446;Ginan;;;
Gloas;Star;09:20:24.71;+33:52:56.7;Lyn;;;;;10.38;;;;;;;;;;;;;;;;;;WASP-13;Gloas;;;
Gomeisa;Star;07:27:09.04;+08:17:21.5;CMi;;;;;2.89;;;;;;;;;;;;;;;;;;HR 2845,bet CMi,HIP 36188,HD 58715;Gomeisa;;;
Grumium;Star;17:53:31.73;+56:52:21.5;Dra;;;;;3.73;;;;;;;;;;;;;;;;;;HR 6688,ksi Dra,HIP 87585,HD 163588;Grumium;;;
Gudja;Star;15:48:44.38;+18:08:29.6;Ser;;;;;4.09;;;;;;;;;;;;;;;;;;HR 5879,kap Ser,HIP 77450,HD 141477;Gudja;;;
Gumala;Star;19:15:33.23;-24:10:45.7;Sgr;;;;;6.25;;;;;;;;;;;;;;;;;;HD 179949,V5652 Sgr,HIP 94645,HD 179949;Gumala;;;
Guniibuu;Star;17:15:21.09;-26:35:56.0;Oph;;;;;5.07;;;;;;;;;;;;;;;;;;HR 6402,36 Oph,HIP 84405,HD 155886;Guniibuu;;;
Hadar;Star;14:03:49.41;-60:22:22.9;Cen;;;;;0.61;;;;;;;;;;;;;;;;;;HR 5267,bet Cen,HIP 68702,HD 122451;Hadar;;;
Haedus;Star;05:06:30.89;+41:14:04.1;Aur;;;;;3.18;;;;;;;;;;;;;;;;;;HR 1641,eta Aur,HIP 23767,HD 32630;Haedus;;;
Hamal;Star;02:07:10.41;+23:27:44.7;Ari;;;;;2.01;;;;;;;;;;;;;;;;;;HR 617,alf Ari,HIP 9884,HD 12929;Hamal;;;
Hassaleh;Star;04:56:59.62;+33:09:58.0;Aur;;;;;2.69;;;;;;;;;;;;;;;;;;HR 1577,iot Aur,HIP 23015,HD 31398;Hassaleh;;;
Hatysa;Star;05:35:25.98;-05:54:35.6;Ori;;;;;2.80;;;;;;;;;;;;;;;;;;HR 1899,iot Ori,HIP 26241,HD 37043;Hatysa;;;
Helvetios;Star;22:57:27.98;+20:46:07.8;Peg;;;;;5.49;;;;;;;;;;;;;;;;;;HR 8729,51 Peg,HIP 113357,HD 217014;Helvetios;;;
Heze;Star;13:34:41.59;-00:35:45.0;Vir;;;;;3.38;;;;;;;;;;;;;;;;;;HR 5107,zet Vir,HIP 66249,HD 118098;Heze;;;
Hoggar;Star;04:31:25.45;+04:34:31.1;Tau;;;;;8.38;;;;;;;;;;;;;;;;;;HD 28678,HIP 21109,HD 28678;Hoggar;;;
Homam;Star;22:41:27.72;+10:49:52.9;Peg;;;;;3.41;;;;;;;;;;;;;;;;;;HR 8634,zet Peg,HIP 112029,HD 214923;Homam;;;
Horna;Star;02:21:31.98;+32:14:46.1;Tri;;;;;12.30;;;;;;;;;;;;;;;;;;HAT-P-38;Horna;;;
Hunahpu;Star;11:17:47.55;-23:58:31.5;Crt;;;;;8.05;;;;;;;;;;;;;;;;;;HD 98219,HIP 55174,HD 98219;Hunahpu,Hunahpú;;;
Hunor;Star;16:20:36.36;+41:02:53.1;Her;;;;;8.72;;;;;;;;;;;;;;;;;;HAT-P-2,HIP 80076,HD 147506;Hunor;;;
Iklil;Star;15:56:53.08;-29:12:50.7;Sco;;;;;3.87;;;;;;;;;;;;;;;;;;HR 5928,rho Sco,HIP 78104,HD 142669;Iklil;;;
Illyrian;Star;09:35:45.18;+34:46:50.7;LMi;;;;;7.62;;;;;;;;;;;;;;;;;;HD 82886,HIP 47087,HD 82886;Illyrian;;;
Imai;Star;12:15:08.72;-58:44:56.1;Cru;;;;;2.75;;;;;;;;;;;;;;;;;;HR 4656,del Cru,HIP 59747,HD 106490;Imai;;;
Inquill;Star;17:19:51.40;-48:32:57.6;Ara;;;;;6.67;;;;;;;;;;;;;;;;;;HD 156411,HIP 84787,HD 156411;Inquill;;;
Intan;Star;03:20:42.69;-33:43:48.4;For;;;;;9.92;;;;;;;;;;;;;;;;;;HD 20868,HIP 15578,HD 20868;Intan;;;
Intercrus;Star;09:28:39.99;+45:36:05.3;UMa;;;;;5.41;;;;;;;;;;;;;;;;;;HR 3743,HIP 46471,HD 81688;Intercrus;;;
Irena;Star;16:15:50.37;+10:01:57.3;Her;;;;;9.41;;;;;;;;;;;;;;;;;;WASP-38;Irena;;;
Itonda;Star;21:57:19.85;-37:45:49.0;Gru;;;;;7.47;;;;;;;;;;;;;;;;;;HD 208487,HIP 108375,HD 208487;Itonda;;;
Izar;Star;14:44:59.22;+27:04:27.1;Boo;;;;;2.35;;;;;;;;;;;;;;;;;;HR 5506,eps Boo,HIP 72105,HD 129988;Izar;;;
Jabbah;Star;16:11:59.73;-19:27:38.5;Sco;;;;;4.50;;;;;;;;;;;;;;;;;;HR 6027,nu Sco,HIP 79374,HD 145502;Jabbah;;;
Jishui;Star;07:39:09.93;+34:35:03.6;Gem;;;;;4.89;;;;;;;;;;;;;;;;;;HR 2930,omi Gem,HIP 37265,HD 61110;Jishui;;;
Kaffaljidhma;Star;02:43:18.04;+03:14:08.9;Cet;;;;;3.56;;;;;;;;;;;;;;;;;;HR 804,gam Cet,HIP 12706,HD 16970;Kaffaljidhma;;;
Kalausi;Star;09:37:11.83;-43:16:19.9;Vel;;;;;8.23;;;;;;;;;;;;;;;;;;HD 83443,HIP 47202,HD 83443;Kalausi;;;
Kamuy;Star;16:10:03.91;+26:44:33.9;CrB;;;;;6.57;;;;;;;;;;;;;;;;;;HD 145457,HIP 79219,HD 145457;Kamuy;;;
Kang;Star;14:12:53.75;-10:16:25.3;Vir;;;;;4.18;;;;;;;;;;;;;;;;;;HR 5315,kap Vir,HIP 69427,HD 124294;Kang;;;
Karaka;Star;15:35:39.92;-80:12:16.5;Aps;;;;;8.71;;;;;;;;;;;;;;;;;;HD 137388,HIP 76351,HD 137388;Karaka;;;
Kaus Australis;Star;18:24:10.32;-34:23:04.6;Sgr;;;;;1.79;;;;;;;;;;;;;;;;;;HR 6879,eps Sgr,HIP 90185,HD 169022;Kaus Australis;;;
Kaus Borealis;Star;18:27:58.24;-25:25:18.1;Sgr;;;;;2.82;;;;;;;;;;;;;;;;;;HR 6913,lam Sgr,HIP 90496,HD 169916;Kaus Borealis;;;
Kaus Media;Star;18:20:59.64;-29:49:41.2;Sgr;;;;;2.72;;;;;;;;;;;;;;;;;;HR 6859,del Sgr,HIP 89931,HD 168454;Kaus Media;;;
Kaveh;Star;18:55:40.88;+04:15:55.2;Ser;;;;;8.02;;;;;;;;;;;;;;;;;;HD 175541,HIP 92895,HD 175541;Kaveh;;;
Keid;Star;04:15:16.32;-07:39:10.3;Eri;;;;;4.43;;;;;;;;;;;;;;;;;;HR 1325,omi02 Eri,HIP 19849,HD 26965;Keid;;;
Khambalia;Star;14:19:06.59;-13:22:15.9;Vir;;;;;4.52;;;;;;;;;;;;;;;;;;HR 5359,lam Vir,HIP 69974,HD 125337;Khambalia;;;
Kitalpha;Star;21:15:49.43;+05:14:52.3;Equ;;;;;3.92;;;;;;;;;;;;;;;;;;HR 8131,alf Equ,HIP 104987,HD 202447;Kitalpha;;;
Kochab;Star;14:50:42.33;+74:09:19.8;UMi;;;;;2.07;;;;;;;;;;;;;;;;;;HR 5563,bet UMi,HIP 72607,HD 131873;Kochab;;;
Koeia;Star;02:46:42.89;-23:05:11.8;Eri;;;;;10.25;;;;;;;;;;;;;;;;;;HIP 12961,HIP 12961;Koeia;;;
Koit;Star;07:21:33.16;+58:16:05.1;Lyn;;;;;10.78;;;;;;;;;;;;;;;;;;XO-4;Koit;;;
Kornephoros;Star;16:30:13.20;+21:29:22.6;Her;;;;;2.78;;;;;;;;;;;;;;;;;;HR 6148,bet Her,HIP 80816,HD 148856;Kornephoros;;;
Kraz;Star;12:34:23.23;-23:23:48.3;Crv;;;;;2.65;;;;;;;;;;;;;;;;;;HR 4786,bet Crv,HIP 61359,HD 109379;Kraz;;;
Kurhah;Star;22:03:47.45;+64:37:40.7;Cep;;;;;4.26;;;;;;;;;;;;;;;;;;HR 8417,ksi Cep,HIP 108917,HD 209790;Kurhah;;;
La Superba;Star;12:45:07.83;+45:26:24.9;CVn;;;;;5.42;;;;;;;;;;;;;;;;;;HR 4846,Y CVn,HIP 62223,HD 110914;La Superba;;;
Larawag;Star;16:50:09.81;-34:17:35.6;Sco;;;;;2.29;;;;;;;;;;;;;;;;;;HR 6241,eps Sco,HIP 82396,HD 151680;Larawag;;;
Lerna;Star;09:01:22.65;+06:05:50.0;Hya;;;;;12.00;;;;;;;;;;;;;;;;;;HAT-P-42;Lerna;;;
Lesath;Star;17:30:45.83;-37:17:44.9;Sco;;;;;2.70;;;;;;;;;;;;;;;;;;HR 6508,ups Sco,HIP 85696,HD 158408;Lesath;;;
Libertas;Star;19:54:14.88;+08:27:41.2;Aql;;;;;4.71;;;;;;;;;;;;;;;;;;HR 7595,ksi Aql,HIP 97938,HD 188310;Libertas;;;
Lich;Star;13:00:03.05;+12:40:56.7;Vir;;;;;;;;;;;;;;;;;;;;;;;PSR B1257+12;Lich;;;
Liesma;Star;13:34:02.54;+53:43:42.7;UMa;;;;;8.05;;;;;;;;;;;;;;;;;;HD 118203,HIP 66192,HD 118203;Liesma;;;
Lilii Borea;Star;02:47:54.54;+29:14:49.6;Ari;;;;;4.52;;;;;;;;;;;;;;;;;;HR 824,39 Ari,HIP 13061,HD 17361;Lilii Borea;;;
Lionrock;Star;22:27:03.07;-17:15:49.2;Aqr;;;;;7.60;;;;;;;;;;;;;;;;;;HD 212771,HIP 110813,HD 212771;Lionrock;;;
Lucilinburhuc;Star;06:28:45.71;+38:57:46.7;Aur;;;;;7.89;;;;;;;;;;;;;;;;;;HD 45350,HIP 30860,HD 45350;Lucilinburhuc;;;
Lusitania;Star;06:29:13.19;+10:56:02.0;Mon;;;;;8.10;;;;;;;;;;;;;;;;;;HD 45652,HIP 30905,HD 45652;Lusitania,Lusitânia;;;
Maasym;Star;17:30:44.31;+26:06:38.3;Her;;;;;4.41;;;;;;;;;;;;;;;;;;HR 6526,lam Her,HIP 85693,HD 158899;Maasym;;;
Macondo;Star;10:44:20.92;-33:34:37.3;Ant;;;;;8.30;;;;;;;;;;;;;;;;;;HD 93083,HIP 52521,HD 93083;Macondo;;;
Mago;Star;05:09:36.72;+69:38:21.9;Cam;;;;;6.43;;;;;;;;;;;;;;;;;;HD 32518,HIP 24003,HD 32518;Mago;;;
Mahasim;Star;05:59:43.27;+37:12:45.3;Aur;;;;;2.65;;;;;;;;;;;;;;;;;;HR 2095,tet Aur,HIP 28380,HD 40312;Mahasim;;;
Mahsati;Star;16:53:43.58;+11:58:25.5;Oph;;;;;8.38;;;;;;;;;;;;;;;;;;HD 152581,HIP 82651,HD 152581;Mahsati;;;
Maia;Star;03:45:49.61;+24:22:03.9;Tau;;;;;3.87;;;;;;;;;;;;;;;;;;HR 1149,20 Tau,HIP 17573,HD 23408;Maia;;;
Malmok;Star;14:29:18.42;-03:26:40.2;Vir;;;;;11.89;;;;;;;;;;;;;;;;;;WASP-39,V732 Vir;Malmok;;;
Marfik;Star;16:30:54.83;+01:59:02.0;Oph;;;;;3.82;;;;;;;;;;;;;;;;;;HR 6149,lam Oph,HIP 80883,HD 148857;Marfik;;;
Markab;Star;23:04:45.65;+15:12:19.0;Peg;;;;;2.49;;;;;;;;;;;;;;;;;;HR 8781,alf Peg,HIP 113963,HD 218045;Markab;;;
Markeb;Star;09:22:06.82;-55:00:38.4;Vel;;;;;2.47;;;;;;;;;;;;;;;;;;HR 3734,kap Vel,HIP 45941,HD 81188;Markeb;;;
Marohu;Star;23:12:37.74;-22:40:26.3;Aqr;;;;;11.98;;;;;;;;;;;;;;;;;;WASP-6;Marohu,Márohu;;;
Marsic;Star;16:08:04.53;+17:02:49.1;Her;;;;;5.00;;;;;;;;;;;;;;;;;;HR 6008,kap Her,HIP 79043,HD 145001;Marsic;;;
Matar;Star;22:43:00.14;+30:13:16.5;Peg;;;;;2.93;;;;;;;;;;;;;;;;;;HR 8650,eta Peg,HIP 112158,HD 215182;Matar;;;
Mazaalai;Star;11:25:05.99;+41:01:40.7;UMa;;;;;11.56;;;;;;;;;;;;;;;;;;HAT-P-21;Mazaalai;;;
Mebsuta;Star;06:43:55.93;+25:07:52.1;Gem;;;;;3.06;;;;;;;;;;;;;;;;;;HR 2473,eps Gem,HIP 32246,HD 48329;Mebsuta;;;
Megrez;Star;12:15:25.56;+57:01:57.4;UMa;;;;;3.32;;;;;;;;;;;;;;;;;;HR 4660,del UMa,HIP 59774,HD 106591;Megrez;;;
Meissa;Star;05:35:08.28;+09:56:03.0;Ori;;;;;3.39;;;;;;;;;;;;;;;;;;HR 1879,lam Ori,HIP 26207,HD 36861;Meissa;;;
Mekbuda;Star;07:04:06.53;+20:34:13.1;Gem;;;;;4.01;;;;;;;;;;;;;;;;;;HR 2650,zet Gem,HIP 34088,HD 52973;Mekbuda;;;
Meleph;Star;08:40:27.01;+19:32:41.3;Cnc;;;;;6.29;;;;;;;;;;;;;;;;;;HR 3429,eps Cnc,HIP 42556,HD 73731;Meleph;;;
Menkalinan;Star;05:59:31.72;+44:56:50.8;Aur;;;;;1.90;;;;;;;;;;;;;;;;;;HR 2088,bet Aur,HIP 28360,HD 40183;Menkalinan;;;
Menkar;Star;03:02:16.77;+04:05:23.1;Cet;;;;;2.54;;;;;;;;;;;;;;;;;;HR 911,alf Cet,HIP 14135,HD 18884;Menkar;;;
Menkent;Star;14:06:40.95;-36:22:11.8;Cen;;;;;2.06;;;;;;;;;;;;;;;;;;HR 5288,tet Cen,HIP 68933,HD 123139;Menkent;;;
Menkib;Star;03:58:57.90;+35:47:27.7;Per;;;;;3.98;;;;;;;;;;;;;;;;;;HR 1228,ksi Per,HIP 18614,HD 24912;Menkib;;;
Merak;Star;11:01:50.48;+56:22:56.7;UMa;;;;;2.34;;;;;;;;;;;;;;;;;;HR 4295,bet UMa,HIP 53910,HD 95418;Merak;;;
Merga;Star;14:49:18.67;+46:06:58.3;Boo;;;;;5.76;;;;;;;;;;;;;;;;;;HR 5533,38 Boo,HIP 72487,HD 130945;Merga;;;
Meridiana;Star;19:09:28.34;-37:54:16.1;CrA;;;;;4.11;;;;;;;;;;;;;;;;;;HR 7254,alf CrA,HIP 94114,HD 178253;Meridiana;;;
Merope;Star;03:46:19.57;+23:56:54.1;Tau;;;;;4.14;;;;;;;;;;;;;;;;;;HR 1156,23 Tau,HIP 17608,HD 23480;Merope;;;
Mesarthim;Star;01:53:31.81;+19:17:37.9;Ari;;;;;4.75;;;;;;;;;;;;;;;;;;HR 546,gam02 Ari,HIP 8832,HD 11502;Mesarthim;;;
Miaplacidus;Star;09:13:11.98;-69:43:01.9;Car;;;;;1.67;;;;;;;;;;;;;;;;;;HR 3685,bet Car,HIP 45238,HD 80007;Miaplacidus;;;
Mimosa;Star;12:47:43.26;-59:41:19.6;Cru;;;;;1.25;;;;;;;;;;;;;;;;;;HR 4853,bet Cru,HIP 62434,HD 111123;Mimosa;;;
Minchir;Star;08:38:45.44;+03:20:29.2;Hya;;;;;4.45;;;;;;;;;;;;;;;;;;HR 3418,sig Hya,HIP 42402,HD 73471;Minchir;;;
Minelauva;Star;12:55:36.21;+03:23:50.9;Vir;;;;;3.39;;;;;;;;;;;;;;;;;;HR 4910,del Vir,HIP 63090,HD 112300;Minelauva;;;
Mintaka;Star;05:32:00.40;-00:17:56.7;Ori;;;;;2.25;;;;;;;;;;;;;;;;;;HR 1852,del Ori,HIP 25930,HD 36486;Mintaka;;;
Mira;Star;02:19:20.79;-02:58:39.5;Cet;;;;;6.47;;;;;;;;;;;;;;;;;;HR 681,omi Cet,HIP 10826,HD 14386;Mira;;;
Mirach;Star;01:09:43.92;+35:37:14.0;And;;;;;2.07;;;;;;;;;;;;;;;;;;HR 337,bet And,HIP 5447,HD 6860;Mirach;;;
Miram;Star;02:50:41.81;+55:53:43.8;Per;;;;;3.77;;;;;;;;;;;;;;;;;;HR 834,eta Per,HIP 13268,HD 17506;Miram;;;
Mirfak;Star;03:24:19.37;+49:51:40.2;Per;;;;;1.79;;;;;;;;;;;;;;;;;;HR 1017,alf Per,HIP 15863,HD 20902;Mirfak;;;
Mirzam;Star;06:22:41.99;-17:57:21.3;CMa;;;;;1.98;;;;;;;;;;;;;;;;;;HR 2294,bet CMa,HIP 30324,HD 44743;Mirzam;;;
Misam;Star;03:09:29.77;+44:51:27.1;Per;;;;;3.79;;;;;;;;;;;;;;;;;;HR 941,kap Per,HIP 14668,HD 19476;Misam;;;
Mizar;Star;13:23:55.54;+54:55:31.3;UMa;;;;;2.23;;;;;;;;;;;;;;;;;;HR 5054,zet UMa,HIP 65378,HD 116656;Mizar;;;
Moldoveanu;Star;16:02:11.85;+28:10:10.4;CrB;;;;;11.28;;;;;;;;;;;;;;;;;;XO-1;Moldoveanu;;;
Monch;Star;14:47:32.73;-00:16:53.3;Vir;;;;;8.04;;;;;;;;;;;;;;;;;;HD 130322,HIP 72339,HD 130322;Monch,Mönch;;;
Montuno;Star;04:25:29.02;-30:36:01.6;Eri;;;;;10.06;;;;;;;;;;;;;;;;;;WASP-79;Montuno;;;
Morava;Star;23:46:39.97;+31:09:21.4;Peg;;;;;12.18;;;;;;;;;;;;;;;;;;WASP-60;Morava;;;
Moriah;Star;20:24:29.72;+16:45:43.8;Del;;;;;12.17;;;;;;;;;;;;;;;;;;HAT-P-23;Moriah;;;
Mothallah;Star;01:53:04.91;+29:34:43.8;Tri;;;;;3.42;;;;;;;;;;;;;;;;;;HR 544,alf Tri,HIP 8796,HD 11443;Mothallah;;;
Mouhoun;Star;04:50:17.86;-24:22:07.8;Eri;;;;;7.91;;;;;;;;;;;;;;;;;;HD 30856,HIP 22491,HD 30856;Mouhoun;;;
Mpingo;Star;01:57:03.20;+00:45:31.9;Cet;;;;;10.57;;;;;;;;;;;;;;;;;;WASP-71;Mpingo;;;
Muliphein;Star;07:03:45.49;-15:37:59.8;CMa;;;;;4.11;;;;;;;;;;;;;;;;;;HR 2657,gam CMa,HIP 34045,HD 53244;Muliphein;;;
Muphrid;Star;13:54:41.08;+18:23:51.8;Boo;;;;;2.68;;;;;;;;;;;;;;;;;;HR 5235,eta Boo,HIP 67927,HD 121370;Muphrid;;;
Muscida;Star;08:30:15.87;+60:43:05.4;UMa;;;;;3.35;;;;;;;;;;;;;;;;;;HR 3323,omi UMa,HIP 41704,HD 71369;Muscida;;;
Musica;Star;20:58:25.93;+10:50:21.4;Del;;;;;5.48;;;;;;;;;;;;;;;;;;HR 8030,18 Del,HIP 103527,HD 199665;Musica;;;
Muspelheim;Star;02:12:31.48;+51:46:43.6;Per;;;;;11.73;;;;;;;;;;;;;;;;;;HAT-P-29;Muspelheim;;;
Nahn;Star;09:09:21.53;+22:02:43.6;Cnc;;;;;5.70;;;;;;;;;;;;;;;;;;HR 3627,ksi Cnc,HIP 44946,HD 78515;Nahn;;;
Naledi;Star;05:48:33.59;-63:59:18.4;Dor;;;;;10.12;;;;;;;;;;;;;;;;;;WASP-62;Naledi;;;
Naos;Star;08:03:35.05;-40:00:11.3;Pup;;;;;2.21;;;;;;;;;;;;;;;;;;HR 3165,zet Pup,HIP 39429,HD 66811;Naos;;;
Nashira;Star;21:40:05.46;-16:39:44.3;Cap;;;;;3.69;;;;;;;;;;;;;;;;;;HR 8278,gam Cap,HIP 106985,HD 206088;Nashira;;;
Nasti;Star;08:18:22.17;+61:27:38.6;UMa;;;;;8.20;;;;;;;;;;;;;;;;;;HD 68988,HIP 40687,HD 68988;Nasti,Násti;;;
Natasha;Star;09:50:02.50;-49:47:25.0;Vel;;;;;8.54;;;;;;;;;;;;;;;;;;HD 85390,HIP 48235,HD 85390;Natasha;;;
Nekkar;Star;15:01:56.76;+40:23:26.0;Boo;;;;;3.49;;;;;;;;;;;;;;;;;;HR 5602,bet Boo,HIP 73555,HD 133208;Nekkar;;;
Nembus;Star;01:37:59.56;+48:37:41.6;And;;;;;3.59;;;;;;;;;;;;;;;;;;HR 464,51 And,HIP 7607,HD 9927;Nembus;;;
Nenque;Star;01:04:40.15;-39:29:17.6;Phe;;;;;7.72;;;;;;;;;;;;;;;;;;HD 6434,HIP 5054,HD 6434;Nenque;;;
Nervia;Star;06:51:30.52;+40:52:03.9;Aur;;;;;8.10;;;;;;;;;;;;;;;;;;HD 49674,HIP 32916,HD 49674;Nervia;;;
Nganurganity;Star;07:01:43.15;-27:56:05.4;CMa;;;;;3.49;;;;;;;;;;;;;;;;;;HR 2646,sig CMa,HIP 33856,HD 52877;Nganurganity;;;
Nihal;Star;05:28:14.72;-20:45:34.0;Lep;;;;;2.83;;;;;;;;;;;;;;;;;;HR 1829,bet Lep,HIP 25606,HD 36079;Nihal;;;
Nikawiy;Star;15:19:06.18;+41:43:59.5;Boo;;;;;7.88;;;;;;;;;;;;;;;;;;HD 136418,HIP 74961,HD 136418;Nikawiy;;;
Nosaxa;Star;06:40:01.73;-48:32:31.0;Pup;;;;;8.05;;;;;;;;;;;;;;;;;;HD 48265,HIP 31895,HD 48265;Nosaxa;;;
Nunki;Star;18:55:15.93;-26:17:48.2;Sgr;;;;;2.05;;;;;;;;;;;;;;;;;;HR 7121,sig Sgr,HIP 92855,HD 175191;Nunki;;;
Nusakan;Star;15:27:49.73;+29:06:20.5;CrB;;;;;3.90;;;;;;;;;;;;;;;;;;HR 5747,bet CrB,HIP 75695,HD 137909;Nusakan;;;
Nushagak;Star;02:49:44.49;+71:45:11.6;Cas;;;;;8.17;;;;;;;;;;;;;;;;;;HD 17156,HIP 13192,HD 17156;Nushagak;;;
