Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
PK 28-03 1;PN;18:57:50.02;-05:27:37.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 29+00 1;PN;18:42:49.51;-03:12:59.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 29-05 1;PN;19:05:55.56;-05:59:28.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 30+03 1;PN;18:35:22.07;-00:13:31.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 30+04 1;PN;18:33:17.48;+00:11:46.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 31-10 1;PN;19:27:01.72;-06:34:53.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 31+05 1;PN;18:27:09.46;+01:14:30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 31+01 1;PN;18:43:03.43;-00:16:35.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32-03 1;PN;19:00:34.30;-02:11:56.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32+07 2;PN;18:24:44.52;+02:29:27.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32-03 2;PN;19:02:09.96;-01:48:39.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32+05 1;PN;18:31:00.50;+02:25:35.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32-02 1;PN;18:58:26.24;-01:03:45.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32+07 1;PN;18:23:21.70;+03:36:28.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 32-02 2;PN;19:01:36.61;-01:19:07.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 33-05 1;PN;19:10:30.45;-02:21:01.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 33-06 1;PN;19:14:28.43;-02:42:26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 33-02 1;PN;19:02:36.33;-00:26:47.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 34+02 1;PN;18:45:24.56;+02:01:23.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 34+06 1;PN;18:31:45.87;+04:05:12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 34-06 1;PN;19:18:24.99;-01:35:53.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 34+11 1;PN;18:12:07.46;+06:51:24.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 35-00 1;PN;18:58:07.99;+01:37:06.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 35-05 1;PN;19:14:39.58;+00:13:37.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 36-01 1;PN;19:01:00.09;+02:09:23.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 36+17 1;PN;17:53:32.35;+10:37:19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 36-57 1;PN;22:29:38.75;-20:50:14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 37-05 1;PN;19:18:20.37;+01:46:50.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 37-34 1;PN;21:04:10.84;-11:21:56.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 37-06 1;PN;19:22:56.95;+01:30:46.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 37-03 2;PN;19:13:06.63;+02:52:49.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 38-25 1;PN;20:31:33.15;-07:05:21.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 38+12 1;PN;18:17:32.56;+10:09:13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 38-03 1;PN;19:13:22.64;+03:25:03.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 38+02 1;PN;18:54:56.84;+06:02:40.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 38-03 2;PN;19:13:53.80;+03:37:45.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 39-02 1;PN;19:13:34.48;+04:38:06.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 39+02 1;PN;18:56:18.21;+07:07:22.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 40-00 1;PN;19:06:45.84;+06:23:55.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 40-03 1;PN;19:16:27.69;+05:13:19.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 41+04 1;PN;18:51:41.53;+09:54:52.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 41-02 1;PN;19:18:28.31;+06:32:23.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 42+05 1;PN;18:48:32.80;+10:35:50.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 42-14 1;PN;20:00:39.70;+01:43:51.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 42-06 1;PN;19:34:33.53;+05:41:02.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 43-03 1;PN;19:21:01.14;+07:36:59.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 43+03 1;PN;18:56:33.26;+10:52:13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 43+37 1;PN;16:44:29.38;+23:47:48.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 43+11 1;PN;18:27:48.26;+14:29:07.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 43-13 1;PN;19:58:29.26;+03:02:22.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 44+05 1;PN;18:53:01.66;+12:16:01.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 44-05 1;PN;19:32:38.87;+07:27:58.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 45-02 1;PN;19:24:21.94;+09:53:54.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 45+01 1;PN;19:09:26.54;+12:00:48.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 45+24 1;PN;17:42:37.10;+21:26:50.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 45-04 1;PN;19:31:35.82;+09:13:38.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 45-01 1;PN;19:22:26.67;+10:41:21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 46-03 1;PN;19:27:44.78;+10:24:20.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 46-04 1;PN;19:31:16.40;+10:03:23.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 47+42 1;PN;16:27:33.41;+27:54:34.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 47+04 1;PN;19:02:40.29;+14:28:51.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 47-04 1;PN;19:33:18.32;+10:37:01.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 48-02 1;PN;19:28:14.43;+12:19:36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 48+01 2;PN;19:15:30.55;+14:03:49.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 48+04 2;PN;19:04:51.41;+15:47:36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 48+01 1;PN;19:13:38.03;+14:59:29.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 48+02 1;PN;19:12:06.10;+15:09:01.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 49+88 1;PN;12:59:27.61;+27:38:14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 49+02 1;PN;19:13:05.38;+15:46:41.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 50+03 1;PN;19:11:31.23;+16:51:32.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 50+05 1;PN;19:04:32.21;+17:57:09.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 50-01 1;PN;19:30:16.64;+14:47:21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51+03 1;PN;19:14:04.70;+17:31:33.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51-04 1;PN;19:42:03.15;+13:50:39.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51+09 1;PN;18:49:47.55;+20:50:39.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51+06 1;PN;19:03:37.23;+19:21:23.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51+25 1;PN;17:44:57.12;+27:20:07.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 51-03 1;PN;19:41:09.08;+14:56:53.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 52+07 1;PN;18:59:03.19;+20:37:02.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 52-04 1;PN;19:42:18.79;+15:09:05.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 52-02 2;PN;19:39:09.98;+15:56:49.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 52+02 1;PN;19:19:02.64;+19:02:21.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 52-02 1;PN;19:39:18.42;+16:21:17.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 53-01 1;PN;19:35:18.27;+17:13:02.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 53+03 1;PN;19:18:40.94;+19:33:55.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 53+24 1;PN;17:54:22.97;+28:00:00.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 53-03 1;PN;19:42:10.48;+17:05:07.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 54-12 1;PN;20:15:09.30;+12:42:07.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 54-02 1;PN;19:41:33.96;+17:45:17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55-01 1;PN;19:40:25.18;+18:49:18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55+02 1;PN;19:23:24.80;+21:08:00.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55+02 2;PN;19:23:46.81;+21:06:39.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55+06 1;PN;19:08:39.33;+22:58:51.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55+16 1;PN;18:31:18.85;+26:56:17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55-00 1;PN;19:36:26.56;+19:42:30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 55+02 3;PN;19:26:37.77;+21:09:35.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 56+02 1;PN;19:27:44.02;+21:30:03.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 56-00 1;PN;19:39:35.77;+20:19:02.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 56-06 1;PN;20:02:36.16;+17:36:49.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 57-08 1;PN;20:10:26.58;+16:55:19.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 57-01 1;PN;19:45:22.16;+21:20:03.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 58-10 1;PN;20:20:08.76;+16:43:53.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 58+06 1;PN;19:17:03.55;+25:37:26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 58+01 1;PN;19:36:21.82;+23:39:47.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 59+04 1;PN;19:24:02.80;+25:18:49.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 59-01 1;PN;19:48:25.07;+22:10:00.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 59+02 1;PN;19:33:46.73;+24:32:27.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 59-18 1;PN;20:50:02.03;+13:33:28.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 59+02 2;PN;19:35:54.42;+24:54:50.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60-04 1;PN;20:00:10.77;+21:42:57.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60-07 2;PN;20:12:42.86;+19:59:22.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60-07 1;PN;20:11:55.93;+20:20:05.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60+01 1;PN;19:38:08.36;+25:15:40.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60-00 1;PN;19:46:15.66;+24:11:07.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 60-03 1;PN;19:59:36.15;+22:43:00.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 61+08 1;PN;19:14:30.06;+28:40:43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 61+03 1;PN;19:32:57.58;+26:52:44.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 61-09 1;PN;20:22:22.41;+20:06:18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 61+02 1;PN;19:39:39.56;+26:30:58.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 62+09 1;PN;19:11:07.25;+30:32:54.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 62-00 1;PN;19:50:28.14;+25:54:21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 63+13 1;PN;18:53:35.74;+33:01:40.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 63-03 1;PN;20:04:58.63;+25:26:37.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 64+48 1;PN;16:04:26.88;+40:40:56.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 64+05 1;PN;19:34:45.23;+30:30:58.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 64+15 1;PN;18:50:01.71;+35:14:35.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 64-02 1;PN;20:03:22.44;+27:00:54.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 65-27 1;PN;21:29:59.42;+12:10:26.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 65-05 1;PN;20:17:21.54;+25:21:43.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 65+00 1;PN;19:55:02.34;+29:17:21.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 66-28 1;PN;21:36:52.93;+12:47:18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 66+02 1;PN;19:51:00.61;+31:02:30.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 66-05 1;PN;20:19:38.07;+27:00:13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 67-00 1;PN;20:03:11.44;+30:32:34.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 68-02 1;PN;20:13:57.88;+29:33:56.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 68+01 2;PN;19:59:17.68;+31:55:17.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 68+01 1;PN;19:56:34.01;+32:22:12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 68+03 1;PN;19:51:52.70;+32:59:18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 68-00 1;PN;20:04:43.92;+31:27:26.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 69+02 1;PN;19:54:00.42;+33:22:00.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 69+03 1;PN;19:50:00.17;+33:45:55.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 69-02 1;PN;20:16:23.91;+30:33:54.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 69-03 1;PN;20:21:58.39;+29:59:24.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 69+00 1;PN;20:06:56.20;+32:16:33.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 71-02 1;PN;20:21:03.75;+32:29:24.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 72+00 1;PN;20:12:47.64;+34:20:32.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 72-17 1;PN;21:16:52.35;+24:08:51.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 74+02 1;PN;20:10:52.42;+37:24:42.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 75+04 1;PN;20:04:22.50;+39:34:34.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 76+01 1;PN;20:19:56.39;+38:24:31.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 77+14 1;PN;19:19:10.16;+46:14:36.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 78+18 1;PN;18:59:20.90;+48:28:13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 79+05 1;PN;20:09:01.95;+43:43:45.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 79+06 1;PN;20:06:55.47;+44:14:21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 81-14 1;PN;21:35:29.50;+31:41:44.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 82+07 1;PN;20:10:23.58;+46:27:39.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 82+11 1;PN;19:49:46.57;+48:57:40.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 83+12 1;PN;19:44:48.26;+50:31:29.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 85+04 1;PN;20:32:23.22;+47:21:03.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 84-03 1;PN;21:07:01.69;+42:14:10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 86-08 1;PN;21:33:08.03;+39:38:00.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 88-01 1;PN;21:14:15.20;+46:17:18.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 89+00 1;PN;21:06:18.52;+47:51:07.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 89-02 1;PN;21:19:07.57;+46:18:47.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 89-00 1;PN;21:14:04.04;+47:44:28.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 89-05 1;PN;21:32:30.95;+44:35:47.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 93-02 1;PN;21:37:00.61;+48:56:12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 93+05 2;PN;21:00:32.74;+54:32:29.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 93+01 1;PN;21:20:44.92;+51:53:25.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 94+27 1;PN;18:21:50.56;+64:22:04.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 95-02 1;PN;21:43:17.60;+50:25:15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 95+00 1;PN;21:31:50.17;+52:33:51.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 95+07 1;PN;20:56:26.26;+57:25:56.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 96+02 1;PN;21:30:00.63;+54:27:29.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 96+29 1;PN;17:58:33.36;+66:37:58.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 97+03 1;PN;21:32:10.68;+55:52:45.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 97-02 1;PN;21:57:41.85;+51:41:40.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 98+02 1;PN;21:39:11.64;+55:46:03.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 98+04 1;PN;21:27:26.47;+57:39:06.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 100-08 1;PN;22:31:43.69;+47:48:04.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 100-05 1;PN;22:23:55.76;+50:58:00.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 101+08 1;PN;21:26:24.14;+62:53:26.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 102-05 1;PN;22:34:45.80;+52:26:03.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 102-02 1;PN;22:26:17.40;+54:49:40.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 103+00 1;PN;22:16:03.32;+57:28:41.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 103+00 2;PN;22:20:31.13;+57:36:18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 104+00 1;PN;22:20:16.62;+58:14:16.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 104+07 1;PN;21:46:10.23;+63:47:15.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 104-29 1;PN;23:35:53.55;+30:28:02.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 104-01 1;PN;22:32:17.74;+56:10:23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 104-06 1;PN;22:51:38.52;+51:50:56.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 106-17 1;PN;23:25:53.81;+42:32:06.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 107-13 1;PN;23:22:57.98;+46:53:57.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 107-02 1;PN;22:56:19.69;+57:09:21.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 107+02 1;PN;22:40:20.10;+61:17:05.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 110-12 1;PN;23:39:08.61;+48:12:37.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 111-02 1;PN;23:26:14.83;+58:10:54.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 112-10 1;PN;23:47:44.87;+51:23:57.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 113-06 1;PN;23:46:45.84;+54:44:40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 114-04 1;PN;23:45:47.47;+57:04:00.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 116+08 1;PN;23:31:51.13;+70:22:13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 117+18 1;PN;22:42:35.79;+80:26:45.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 118-08 1;PN;00:18:40.65;+53:52:39.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 118+08 2;PN;00:01:34.01;+70:42:42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 118-74 1;PN;00:47:03.84;-11:52:21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 119+00 1;PN;00:19:59.34;+62:59:00.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 119+06 1;PN;00:12:36.33;+69:10:40.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 119-06 1;PN;00:28:15.48;+55:57:55.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 120+09 1;PN;00:13:00.96;+72:31:19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 121+00 1;PN;00:40:21.64;+62:51:16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 122-04 1;PN;00:45:36.09;+57:57:23.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 123+34 1;PN;12:33:06.74;+82:33:50.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 130+01 1;PN;01:57:35.66;+63:19:18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 130-11 1;PN;01:37:19.36;+50:28:12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 130-10 1;PN;01:42:21.44;+51:34:06.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 131-05 1;PN;01:53:02.51;+56:24:22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 131+02 1;PN;02:12:11.61;+64:09:04.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 133-08 1;PN;01:58:49.28;+52:53:43.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 136+04 1;PN;02:58:52.95;+64:29:58.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 138+02 1;PN;03:10:19.21;+61:19:01.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 141-07 1;PN;02:52:13.42;+50:35:52.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 144-15 1;PN;02:45:25.79;+42:32:35.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 144+06 1;PN;04:07:00.72;+60:55:02.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 146+07 1;PN;04:25:50.81;+60:07:12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 147-02 1;PN;03:41:43.40;+52:17:00.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 147+04 1;PN;04:13:15.04;+56:56:53.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 148+57 1;PN;11:14:46.45;+55:00:59.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 153+22 1;PN;06:43:55.26;+61:47:25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 158+37 1;PN;08:41:34.59;+58:13:54.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 159-15 1;PN;03:47:32.93;+35:02:49.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 161-14 1;PN;03:56:22.01;+33:52:30.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 164+31 1;PN;07:57:52.58;+53:25:18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 165-15 1;PN;04:09:17.06;+30:46:34.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 166+10 1;PN;05:56:23.94;+46:06:16.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 167-00 1;PN;05:06:37.88;+39:08:07.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 171-25 1;PN;03:53:29.69;+19:27:50.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 173-05 1;PN;05:07:08.65;+30:50:02.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 174-14 1;PN;04:37:20.82;+25:02:59.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 184-02 1;PN;05:46:50.01;+24:22:02.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 189+19 1;PN;07:25:35.29;+29:29:35.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 189+07 1;PN;06:37:20.96;+24:00:36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PK 190-17 1;PN;05:05:34.38;+10:42:21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
