Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
LDN 245;DrkN;18:31:05.38;-25:27:51.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 246;DrkN;17:44:57.41;-19:31:12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 247;DrkN;18:24:04.18;-24:33:21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 248;DrkN;18:36:05.74;-25:47:29.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 249;DrkN;18:10:01.44;-22:29:22.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 250;DrkN;18:23:21.62;-24:08:24.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 251;DrkN;18:29:04.46;-24:48:00.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 252;DrkN;18:23:09.50;-24:03:25.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 253;DrkN;18:40:05.88;-25:57:12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 254;DrkN;17:49:57.65;-19:40:50.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 255;DrkN;16:47:44.81;-09:55:16.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 256;DrkN;18:15:02.09;-22:59:01.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 257;DrkN;18:11:01.32;-22:24:18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 258;DrkN;17:44:56.52;-18:51:12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 259;DrkN;18:25:03.38;-23:59:17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 260;DrkN;16:47:44.45;-09:35:16.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 261;DrkN;17:35:54.31;-17:11:51.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 262;DrkN;18:02:59.42;-20:59:53.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 263;DrkN;18:36:04.56;-24:57:29.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 264;DrkN;17:48:56.54;-18:50:54.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 265;DrkN;18:17:01.39;-22:28:52.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 266;DrkN;18:31:03.50;-24:07:51.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 267;DrkN;18:23:32.23;-23:08:24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 268;DrkN;18:23:32.23;-23:08:24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 269;DrkN;18:29:33.05;-23:47:57.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 270;DrkN;17:48:55.90;-18:20:55.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 271;DrkN;18:10:59.86;-21:19:18.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 272;DrkN;18:18:00.91;-22:08:47.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 273;DrkN;17:44:24.91;-17:36:14.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 274;DrkN;18:09:17.38;-20:57:25.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 275;DrkN;18:11:59.66;-21:11:13.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 276;DrkN;17:43:54.60;-17:21:16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 277;DrkN;17:45:24.77;-17:29:10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 278;DrkN;16:58:45.36;-10:14:30.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 279;DrkN;17:52:56.14;-18:30:37.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 280;DrkN;16:58:45.17;-10:04:30.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 281;DrkN;18:04:58.10;-19:59:44.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 282;DrkN;18:12:59.40;-20:59:09.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 283;DrkN;17:38:52.87;-16:01:38.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 284;DrkN;18:36:02.47;-23:27:29.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 285;DrkN;17:55:55.92;-18:20:24.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 286;DrkN;18:01:57.00;-19:09:58.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 287;DrkN;17:22:49.42;-13:22:48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 288;DrkN;17:57:56.14;-18:30:15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 289;DrkN;18:00:56.57;-18:50:02.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 290;DrkN;17:42:52.90;-16:01:21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 291;DrkN;18:19:59.33;-20:58:39.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 292;DrkN;17:57:43.49;-18:00:16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 293;DrkN;17:57:55.49;-18:00:15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 294;DrkN;18:32:00.96;-22:17:47.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 295;DrkN;18:32:49.01;-22:20:43.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 296;DrkN;18:32:30.96;-22:17:44.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 297;DrkN;18:47:02.90;-23:56:42.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 298;DrkN;17:58:55.49;-18:00:11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 299;DrkN;17:00:44.23;-09:14:22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 300;DrkN;18:51:03.26;-24:16:25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 301;DrkN;18:35:25.18;-22:29:32.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 302;DrkN;17:57:31.06;-17:40:17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 303;DrkN;18:07:56.78;-18:59:31.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 304;DrkN;18:35:00.70;-22:07:34.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 305;DrkN;17:49:53.23;-16:15:50.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 306;DrkN;18:23:10.85;-20:38:25.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 307;DrkN;18:06:14.06;-18:26:39.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 308;DrkN;18:06:44.04;-18:25:36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 309;DrkN;18:30:59.86;-21:27:51.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 310;DrkN;18:06:55.97;-18:21:36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 311;DrkN;18:49:32.16;-23:26:31.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 312;DrkN;17:50:52.92;-16:00:46.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 313;DrkN;18:33:29.93;-21:32:40.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 314;DrkN;18:20:58.01;-19:58:35.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 315;DrkN;18:17:57.36;-19:28:48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 316;DrkN;18:44:43.15;-22:36:52.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 317;DrkN;17:00:42.89;-08:04:22.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 318;DrkN;17:59:54.00;-16:50:06.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 319;DrkN;18:01:54.00;-16:49:58.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 320;DrkN;17:59:53.57;-16:30:06.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 321;DrkN;18:50:19.06;-22:38:28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 322;DrkN;18:19:56.71;-18:58:39.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 323;DrkN;18:15:31.70;-18:10:58.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 324;DrkN;17:21:45.82;-10:22:52.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 325;DrkN;17:53:51.67;-15:00:33.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 326;DrkN;17:49:50.95;-14:25:50.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 327;DrkN;18:16:55.54;-18:03:52.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 328;DrkN;18:16:55.46;-17:59:52.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 329;DrkN;18:40:28.92;-20:52:10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 330;DrkN;17:50:26.76;-14:16:48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 331;DrkN;18:16:55.22;-17:48:52.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 332;DrkN;18:20:55.61;-18:08:34.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 333;DrkN;18:10:53.98;-16:49:18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 334;DrkN;18:39:58.39;-20:27:12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 335;DrkN;18:19:07.20;-17:48:42.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 336;DrkN;18:19:55.30;-17:53:39.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 337;DrkN;17:57:51.50;-14:51:15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 338;DrkN;17:55:51.07;-14:30:24.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 339;DrkN;17:56:33.17;-14:35:21.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 340;DrkN;17:58:51.19;-14:36:11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 341;DrkN;17:59:21.26;-14:40:09.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 342;DrkN;18:21:54.96;-17:38:30.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 343;DrkN;18:28:55.87;-18:23:60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 344;DrkN;18:41:57.70;-19:57:04.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 345;DrkN;17:53:50.02;-13:40:33.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 346;DrkN;18:42:57.67;-19:56:59.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 347;DrkN;18:07:52.30;-15:29:31.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 348;DrkN;18:09:52.51;-15:39:23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 349;DrkN;17:51:07.20;-13:00:45.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 350;DrkN;18:27:55.10;-17:48:04.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 351;DrkN;18:23:54.41;-17:13:22.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 352;DrkN;17:45:47.95;-12:01:08.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 353;DrkN;18:32:55.68;-18:17:42.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 354;DrkN;18:24:54.46;-17:15:17.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 355;DrkN;17:51:48.79;-12:40:41.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 356;DrkN;18:30:24.98;-17:42:53.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 357;DrkN;18:15:52.58;-15:43:57.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 358;DrkN;17:52:48.60;-12:30:37.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 359;DrkN;18:22:53.47;-16:28:26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 360;DrkN;17:51:42.29;-12:15:42.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 361;DrkN;17:52:00.19;-12:10:41.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 362;DrkN;18:29:54.24;-17:07:55.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 363;DrkN;17:58:49.20;-13:00:11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 364;DrkN;18:34:54.82;-17:37:34.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 365;DrkN;18:42:55.75;-18:26:59.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 367;DrkN;17:49:46.75;-11:00:50.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 368;DrkN;18:05:19.42;-13:09:42.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 369;DrkN;18:46:07.37;-18:11:46.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 370;DrkN;18:30:35.09;-16:12:52.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 371;DrkN;17:17:40.70;-06:03:09.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 372;DrkN;18:30:34.90;-16:03:52.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 373;DrkN;17:25:41.90;-07:02:35.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 374;DrkN;18:29:52.56;-15:47:56.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 375;DrkN;18:08:49.20;-12:59:27.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 376;DrkN;18:22:51.17;-14:38:26.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 377;DrkN;19:32:17.26;-22:23:33.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 378;DrkN;18:36:52.68;-15:57:25.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 379;DrkN;18:30:51.72;-15:07:51.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 380;DrkN;18:22:50.35;-13:58:26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 381;DrkN;18:37:22.46;-15:47:23.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 382;DrkN;17:47:44.35;-09:00:59.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 383;DrkN;18:02:46.78;-10:59:53.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 384;DrkN;18:02:46.46;-10:44:53.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 385;DrkN;18:34:51.34;-14:50:34.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 386;DrkN;18:12:47.95;-11:59:10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 387;DrkN;17:18:38.40;-04:03:05.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 388;DrkN;18:32:50.57;-14:12:42.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 389;DrkN;18:32:50.47;-14:07:43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 390;DrkN;18:35:50.83;-14:27:29.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 391;DrkN;17:15:37.25;-03:03:18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 392;DrkN;17:53:43.78;-08:30:33.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 393;DrkN;17:44:42.17;-07:11:12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 394;DrkN;18:21:48.22;-12:13:30.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 395;DrkN;18:38:50.40;-14:07:17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 396;DrkN;18:32:01.34;-13:12:46.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 397;DrkN;18:02:44.76;-09:19:54.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 398;DrkN;18:32:49.44;-13:17:43.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 399;DrkN;18:26:48.48;-12:28:09.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 400;DrkN;17:55:43.46;-08:15:24.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 401;DrkN;18:38:07.99;-13:47:20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 402;DrkN;18:29:48.77;-12:42:56.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 403;DrkN;18:36:49.61;-13:27:25.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 404;DrkN;18:29:48.46;-12:27:56.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 405;DrkN;18:22:47.30;-11:28:26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 406;DrkN;18:25:47.69;-11:48:13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 407;DrkN;18:34:49.03;-12:57:34.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 408;DrkN;18:10:44.95;-09:29:19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 409;DrkN;18:41:49.54;-13:27:04.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 410;DrkN;18:42:49.54;-13:26:60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 411;DrkN;18:27:47.26;-11:28:04.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 412;DrkN;18:31:47.83;-11:57:47.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 413;DrkN;18:26:34.97;-11:13:10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 414;DrkN;18:24:16.54;-10:50:20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 415;DrkN;18:24:46.30;-10:38:17.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 416;DrkN;18:25:16.27;-10:38:15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 417;DrkN;18:25:16.25;-10:36:15.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 418;DrkN;18:14:44.54;-09:09:01.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 419;DrkN;18:12:43.94;-08:39:10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 420;DrkN;18:25:45.89;-10:18:13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 421;DrkN;17:54:16.56;-05:48:31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 422;DrkN;18:11:43.34;-08:09:14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 423;DrkN;18:27:45.77;-10:13:04.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 424;DrkN;18:14:43.75;-08:29:01.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 425;DrkN;17:46:51.24;-04:41:03.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 426;DrkN;18:11:31.13;-07:57:15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 427;DrkN;18:26:45.26;-09:48:09.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 428;DrkN;17:47:39.05;-04:30:59.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 429;DrkN;18:16:43.54;-08:18:52.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 430;DrkN;18:11:42.72;-07:37:14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 431;DrkN;18:13:42.96;-07:49:05.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 432;DrkN;17:58:40.51;-05:45:11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 433;DrkN;18:42:47.14;-11:26:60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 434;DrkN;18:42:47.14;-11:26:60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 435;DrkN;18:32:45.43;-09:57:43.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 436;DrkN;18:14:42.46;-07:24:01.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 437;DrkN;18:20:13.13;-07:58:37.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 438;DrkN;18:14:12.17;-07:09:04.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 439;DrkN;17:59:39.62;-05:00:07.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 440;DrkN;18:19:42.53;-07:28:39.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 441;DrkN;18:03:40.01;-05:19:49.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 442;DrkN;17:57:39.05;-04:30:16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 443;DrkN;18:32:44.45;-09:07:43.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 444;DrkN;18:02:39.62;-04:59:54.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 445;DrkN;18:37:45.00;-09:37:21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 446;DrkN;18:30:43.87;-08:37:52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 447;DrkN;18:15:41.57;-06:38:57.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 448;DrkN;18:36:44.62;-09:17:25.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 449;DrkN;18:51:46.61;-11:06:21.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 450;DrkN;18:32:43.85;-08:37:43.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 451;DrkN;18:21:42.14;-07:08:31.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 452;DrkN;18:56:47.14;-11:35:60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 453;DrkN;18:24:42.53;-07:28:18.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 454;DrkN;18:28:43.08;-07:58:00.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 455;DrkN;18:37:44.40;-09:07:21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 456;DrkN;18:52:46.42;-10:56:17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 458;DrkN;18:56:46.94;-11:26:00.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 459;DrkN;18:42:44.95;-09:37:00.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 460;DrkN;17:58:38.16;-03:45:11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 461;DrkN;18:09:39.82;-05:09:23.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 462;DrkN;18:06:39.24;-04:39:36.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 463;DrkN;18:31:43.08;-07:57:47.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 464;DrkN;18:52:46.01;-10:36:17.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 466;DrkN;18:19:40.97;-06:08:39.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 467;DrkN;18:18:58.78;-05:58:43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 468;DrkN;18:00:37.87;-03:30:02.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 469;DrkN;18:13:27.74;-05:06:06.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 470;DrkN;18:18:40.49;-05:43:44.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 471;DrkN;18:19:40.58;-05:48:40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 472;DrkN;18:14:09.60;-04:59:03.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 473;DrkN;18:37:43.03;-07:57:21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 474;DrkN;18:51:44.95;-09:41:21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 475;DrkN;18:19:10.18;-05:28:41.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 476;DrkN;18:18:40.08;-05:23:44.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 477;DrkN;18:19:10.08;-05:23:42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 478;DrkN;18:12:39.02;-04:29:10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 479;DrkN;18:19:09.79;-05:08:42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 480;DrkN;18:44:43.56;-08:26:51.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 481;DrkN;18:25:40.75;-05:58:13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 482;DrkN;18:19:09.74;-05:06:42.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 483;DrkN;18:17:39.41;-04:48:48.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 484;DrkN;18:39:42.43;-07:27:13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 485;DrkN;18:36:41.86;-06:57:25.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 486;DrkN;18:06:37.27;-02:59:36.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 487;DrkN;18:16:50.83;-04:18:52.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 488;DrkN;18:16:38.74;-04:13:53.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 489;DrkN;18:28:40.34;-05:38:00.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 490;DrkN;18:15:08.23;-03:48:59.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 491;DrkN;18:27:40.15;-05:28:05.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 492;DrkN;18:15:38.23;-03:48:57.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LDN 493;DrkN;18:12:37.66;-03:19:10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
