Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
Sh2-220;HII;04:00:38.37;+36:37:02.1;;320;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-221;HII;05:01:40.01;+46:20:55.8;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-222;HII;04:30:09.85;+35:16:12.2;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-223;HII;05:17:11.90;+42:12:42.6;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-224;HII;05:27:16.12;+42:58:16.3;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-225;HII;05:27:00.38;+40:37:17.8;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-226;HII;05:11:06.82;+37:59:33.4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-227;HII;05:19:53.28;+38:57:18.6;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-228;HII;05:13:35.12;+37:27:12.2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-229;HII;05:16:18.99;+34:27:48.1;;65;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-230;HII;05:22:30.37;+34:07:54.9;;300;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-231;HII;05:39:19.57;+35:55:29.8;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-232;HII;05:42:26.69;+36:12:02.8;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-233;HII;05:38:43.07;+35:47:35.1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-234;HII;05:28:07.78;+34:26:06.5;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-235;HII;05:41:01.40;+35:51:15.1;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-236;HII;05:22:33.83;+33:21:54.3;;55;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-237;HII;05:31:25.45;+34:16:38.0;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-238;HII;04:21:49.98;+19:32:15.8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-239;HII;04:31:17.40;+18:07:00.1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-240;HII;05:41:00.33;+28:06:13.4;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-241;HII;06:04:07.31;+30:14:52.0;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-242;HII;05:51:51.38;+27:00:38.5;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-243;HII;05:39:22.52;+23:17:26.6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-244;HII;05:34:30.73;+21:57:08.6;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-245;HII;04:02:33.45;+04:07:42.9;;720;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-246;HII;05:02:09.59;+14:05:44.5;;65;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-247;HII;06:08:30.34;+21:37:11.9;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-248;HII;06:16:38.68;+22:30:00.9;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-249;HII;06:20:58.24;+23:05:23.3;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-250;HII;04:40:11.32;+07:21:46.2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-251;HII;04:32:49.83;+05:51:45.8;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-252;HII;06:09:39.34;+20:30:01.6;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-253;HII;06:25:43.92;+20:01:41.2;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-254;HII;06:12:20.90;+18:02:37.6;;11;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-255;HII;06:13:08.72;+17:58:30.6;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-256;HII;06:12:38.64;+17:56:35.0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-257;HII;06:12:50.73;+17:58:33.2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-258;HII;06:13:32.59;+17:55:27.1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-259;HII;06:11:37.37;+17:26:43.8;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-260;HII;04:55:07.87;+05:39:42.2;;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-261;HII;06:08:57.20;+15:48:06.9;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-262;HII;05:06:45.24;+06:10:04.3;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-263;HII;05:21:44.68;+08:23:56.5;;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-264;HII;05:35:12.53;+09:56:00.4;;390;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-265;HII;05:18:36.38;+07:26:23.4;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-266;HII;06:18:49.84;+15:16:40.5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-267;HII;06:15:53.35;+14:16:06.0;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-268;HII;06:10:15.05;+13:19:55.1;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-269;HII;06:14:34.25;+13:49:17.4;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-270;HII;06:10:13.78;+12:48:55.2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-271;HII;06:14:54.64;+12:21:14.2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-272;HII;06:15:00.60;+12:20:13.3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-273;HII;06:40:48.51;+09:54:28.7;;250;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-274;HII;07:29:06.90;+13:15:42.8;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-275;HII;06:31:42.89;+04:55:46.5;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-276;HII;05:27:28.12;-03:57:54.9;;1200;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-277;HII;05:40:43.63;-02:26:49.7;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-278;HII;05:19:48.23;-05:39:49.1;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-279;HII;05:35:20.15;-04:48:03.2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-280;HII;06:34:19.34;+02:32:23.5;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-281;HII;05:34:54.60;-05:27:59.6;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-282;HII;06:37:58.96;+01:30:51.7;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-283;HII;06:38:39.12;+00:42:45.8;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-284;HII;06:45:02.02;+00:13:50.7;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-285;HII;06:55:12.36;-00:30:36.5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-286;HII;06:54:33.25;-04:30:31.6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-287;HII;06:59:32.65;-04:48:14.1;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-288;HII;07:08:33.90;-04:18:30.0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-289;HII;06:45:56.59;-07:20:18.4;;11;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-290;HII;08:54:11.08;+08:55:16.1;;17;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-291;HII;06:55:25.18;-08:01:39.5;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-292;HII;07:04:25.80;-10:26:56.3;;21;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-293;HII;07:01:47.71;-11:18:34.2;;11;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-294;HII;07:16:34.50;-09:26:37.6;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-295;HII;07:02:41.38;-11:27:41.8;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-296;HII;07:05:48.05;-11:13:07.9;;200;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-297;HII;07:05:15.42;-12:20:03.5;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-298;HII;07:18:37.96;-13:11:55.3;;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-299;HII;07:30:39.76;-15:17:34.1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-300;HII;07:31:03.51;-15:24:37.3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-301;HII;07:09:48.84;-18:28:42.8;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-302;HII;07:31:41.89;-16:58:42.7;;21;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-303;HII;06:54:01.79;-22:25:30.2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-304;HII;06:43:26.61;-24:07:59.9;;200;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-305;HII;07:30:08.10;-18:31:30.3;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-306;HII;07:30:36.73;-19:06:34.3;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-307;HII;07:35:31.97;-18:45:13.9;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-308;HII;06:54:09.73;-23:56:31.6;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-309;HII;07:32:06.07;-19:25:46.4;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-310;HII;07:13:03.36;-24:35:11.0;;480;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-311;HII;07:52:20.79;-26:26:27.8;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-312;HII;08:59:09.72;-25:41:18.8;;720;;;;;;;;;;;;;;;;;;;;;;;;;;
Sh2-313;HII;12:53:31.64;-22:51:35.6;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
