Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes;Sources
LBN 229;Neb;20:36:54.53;+37:10:30.4;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 230;Neb;20:49:59.04;+35:11:13.9;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 231;Neb;20:42:56.52;+36:20:50.6;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 232;Neb;20:01:41.98;+41:58:24.2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 233;Neb;20:08:44.09;+41:18:50.4;;160;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 234;Neb;20:21:48.67;+39:39:38.2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 235;Neb;20:42:56.06;+36:40:50.9;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 236;Neb;20:15:46.20;+40:39:16.2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 237;Neb;19:58:40.20;+42:43:12.7;;53;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 238;Neb;20:04:41.76;+42:18:35.6;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 239;Neb;20:13:44.78;+41:19:09.1;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 240;Neb;20:19:46.75;+40:39:31.0;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 241;Neb;20:19:46.75;+40:39:31.0;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 242;Neb;20:02:40.58;+42:48:28.1;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 243;Neb;20:10:43.20;+41:58:58.1;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 244;Neb;20:01:39.82;+43:08:24.4;;420;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 245;Neb;20:27:48.98;+39:59:59.3;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 246;Neb;20:50:57.43;+36:31:17.0;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 247;Neb;20:41:53.81;+38:10:47.3;;101;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 248;Neb;20:20:46.06;+41:09:34.6;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 249;Neb;20:25:47.88;+40:29:52.1;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 250;Neb;20:54:58.44;+36:11:29.8;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 251;Neb;20:16:44.33;+41:49:19.9;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 252;Neb;20:05:40.37;+43:08:39.1;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 253;Neb;20:25:47.06;+40:59:52.1;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 254;Neb;21:19:06.55;+32:12:42.1;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 255;Neb;20:51:56.69;+37:11:20.0;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 256;Neb;20:59:59.59;+35:51:45.4;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 257;Neb;20:29:48.22;+40:40:06.2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 258;Neb;20:32:49.32;+40:15:16.6;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 259;Neb;20:18:44.04;+42:09:27.0;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 260;Neb;20:03:38.50;+43:58:31.8;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 261;Neb;20:26:46.80;+41:14:55.7;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 262;Neb;20:03:38.18;+44:08:31.6;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 263;Neb;20:44:53.30;+38:50:57.1;;130;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 264;Neb;20:07:39.38;+43:48:46.8;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 265;Neb;20:42:52.49;+39:10:50.5;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 266;Neb;20:59:58.87;+36:26:45.6;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 267;Neb;20:29:47.40;+41:10:06.2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 268;Neb;20:24:45.48;+41:51:48.6;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 269;Neb;21:01:59.47;+36:11:51.7;;130;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 270;Neb;20:23:44.81;+42:09:45.0;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 271;Neb;20:35:49.13;+40:40:27.1;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 272;Neb;20:02:36.72;+44:48:27.7;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 273;Neb;20:25:45.12;+42:09:52.2;;22;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 274;Neb;20:24:44.69;+42:18:48.6;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 275;Neb;20:36:49.30;+40:40:30.4;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 276;Neb;20:35:48.86;+40:50:26.9;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 277;Neb;20:42:51.50;+39:50:50.6;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 278;Neb;20:18:42.26;+43:09:27.0;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 279;Neb;20:26:45.26;+42:09:55.8;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 280;Neb;20:25:44.74;+42:22:52.0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 281;Neb;20:25:44.57;+42:28:52.0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 282;Neb;21:39:11.88;+29:33:36.0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 283;Neb;20:54:55.78;+38:11:29.8;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 284;Neb;21:00:58.06;+37:11:48.5;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 285;Neb;20:33:47.47;+41:30:20.2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 286;Neb;20:32:47.04;+41:40:16.7;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 287;Neb;21:38:11.30;+30:03:33.5;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 288;Neb;20:31:46.34;+42:00:13.0;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 289;Neb;20:51:54.14;+39:01:19.9;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 290;Neb;21:00:57.62;+37:31:48.7;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 291;Neb;20:57:56.38;+38:06:39.2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 292;Neb;20:24:43.22;+43:09:48.6;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 293;Neb;20:29:44.88;+42:40:06.2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 294;Neb;20:03:34.85;+45:48:31.7;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 295;Neb;20:53:54.29;+39:09:26.6;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 296;Neb;21:02:57.72;+37:41:54.6;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 297;Neb;20:01:33.84;+46:08:24.0;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 298;Neb;20:19:40.30;+44:19:30.7;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 299;Neb;21:03:57.65;+37:51:57.6;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 300;Neb;20:22:41.40;+43:59:41.3;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 301;Neb;20:17:39.34;+44:39:23.4;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 302;Neb;20:44:50.06;+41:00:57.2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 303;Neb;20:19:39.98;+44:29:30.5;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 304;Neb;20:59:55.90;+38:41:45.2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 305;Neb;20:27:43.10;+43:29:59.3;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 306;Neb;21:44:12.26;+29:53:48.5;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 307;Neb;21:08:59.33;+37:12:13.0;;230;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 308;Neb;20:46:50.38;+41:01:03.7;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 309;Neb;20:31:44.35;+43:10:13.1;;42;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 310;Neb;20:16:38.21;+45:09:19.8;;360;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 311;Neb;20:47:50.54;+41:01:07.0;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 312;Neb;20:38:46.92;+42:20:37.0;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 313;Neb;20:11:36.10;+45:49:01.6;;55;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 314;Neb;20:20:39.19;+44:59:34.1;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 315;Neb;20:30:42.43;+44:10:09.5;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 316;Neb;21:09:58.22;+38:12:15.8;;160;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 317;Neb;20:31:42.60;+44:10:13.1;;23;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 318;Neb;21:00:54.46;+39:51:48.6;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 319;Neb;20:52:51.14;+41:11:23.3;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 320;Neb;20:47:48.74;+42:11:07.1;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 321;Neb;21:11:58.56;+38:12:21.6;;85;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 322;Neb;20:42:46.51;+43:00:50.4;;8;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 323;Neb;20:42:46.37;+43:05:50.3;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 324;Neb;20:43:46.68;+43:00:53.6;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 325;Neb;20:18:36.24;+46:19:26.8;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 326;Neb;20:19:36.07;+46:29:30.5;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 327;Neb;20:51:49.44;+42:11:20.0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 328;Neb;20:50:48.74;+42:31:16.7;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 329;Neb;20:48:47.59;+43:01:10.2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 330;Neb;20:34:41.62;+45:00:23.4;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 331;Neb;20:13:32.62;+47:39:08.6;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 332;Neb;20:54:49.46;+42:31:29.6;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 333;Neb;21:21:00.29;+38:02:47.8;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 334;Neb;20:47:46.30;+43:41:07.1;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 335;Neb;20:22:35.59;+46:59:41.3;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 336;Neb;20:21:35.06;+47:09:37.8;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 337;Neb;20:33:40.20;+45:40:19.9;;13;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 338;Neb;20:47:46.03;+43:51:06.8;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 339;Neb;20:37:41.54;+45:20:33.4;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 340;Neb;21:10:55.66;+40:17:18.6;;9;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 341;Neb;20:46:45.29;+44:11:03.5;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 342;Neb;20:54:48.70;+43:01:29.6;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 343;Neb;20:50:46.87;+43:41:16.8;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 344;Neb;20:24:35.62;+47:09:48.2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 345;Neb;20:21:34.03;+47:39:37.4;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 346;Neb;21:23:00.24;+38:22:53.4;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 347;Neb;21:20:59.38;+38:47:47.8;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 348;Neb;20:55:48.60;+43:11:32.6;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 349;Neb;20:55:48.60;+43:11:32.6;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 350;Neb;20:50:46.03;+44:11:16.8;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 351;Neb;20:36:39.82;+46:10:30.0;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 352;Neb;20:29:36.55;+47:10:05.9;;85;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 353;Neb;20:50:45.77;+44:21:16.6;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 354;Neb;20:57:48.72;+43:21:38.9;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 355;Neb;21:35:04.44;+36:33:25.6;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 356;Neb;20:59:49.37;+43:11:45.2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 357;Neb;20:34:38.16;+46:50:23.3;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 358;Neb;20:34:38.16;+46:50:23.3;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 359;Neb;20:52:46.15;+44:21:23.0;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 360;Neb;21:15:56.23;+40:32:33.4;;33;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 361;Neb;20:41:41.09;+46:00:46.8;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 362;Neb;20:33:37.32;+47:10:19.9;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 363;Neb;21:03:50.14;+43:11:57.5;;140;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 364;Neb;20:24:32.47;+48:39:48.2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 365;Neb;21:05:50.52;+43:12:03.6;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 366;Neb;21:33:02.23;+38:13:20.3;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 367;Neb;20:35:36.72;+47:40:26.8;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 368;Neb;20:35:36.72;+47:40:26.8;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 369;Neb;21:08:51.62;+42:52:12.7;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 370;Neb;20:22:30.62;+49:19:41.2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 371;Neb;20:54:45.14;+45:11:29.4;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 372;Neb;20:35:36.38;+47:50:26.5;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 373;Neb;21:01:48.19;+44:11:51.4;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 374;Neb;21:36:02.98;+38:03:28.1;;110;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 375;Neb;20:37:36.77;+47:50:33.4;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 376;Neb;20:36:36.24;+48:00:29.9;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 377;Neb;20:24:30.65;+49:29:48.1;;105;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 378;Neb;20:56:45.26;+45:21:35.6;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 379;Neb;20:29:32.74;+49:00:05.8;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 380;Neb;20:36:35.90;+48:10:30.0;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 381;Neb;20:34:34.46;+48:40:23.2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 382;Neb;20:31:32.78;+49:10:12.7;;240;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 383;Neb;21:13:52.13;+43:12:27.4;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 384;Neb;20:58:45.10;+45:41:42.0;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 385;Neb;21:02:46.78;+45:11:54.2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 386;Neb;20:31:32.06;+49:30:12.6;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 387;Neb;20:59:45.02;+45:51:45.0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 388;Neb;20:51:40.97;+47:11:19.7;;240;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 389;Neb;21:14:51.60;+43:42:30.2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 390;Neb;21:14:51.36;+43:52:30.4;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 391;Neb;21:16:52.01;+43:42:36.0;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 392;Neb;21:08:48.02;+45:12:12.6;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 393;Neb;21:15:51.31;+44:02:33.4;;25;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 394;Neb;20:55:41.45;+47:23:32.6;;7;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 395;Neb;21:38:01.08;+40:03:33.5;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 396;Neb;21:38:00.98;+40:08:33.4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 397;Neb;21:39:01.32;+40:01:35.8;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 398;Neb;21:39:01.30;+40:03:36.0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 399;Neb;21:38:00.74;+40:21:33.1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 400;Neb;21:20:52.87;+43:42:47.5;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 401;Neb;21:22:53.76;+43:22:53.0;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 402;Neb;21:19:51.94;+44:12:44.6;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 403;Neb;20:57:40.32;+48:14:38.8;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 404;Neb;21:23:52.08;+44:42:55.8;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 405;Neb;21:41:59.35;+42:13:43.3;;270;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 406;Neb;16:45:42.86;+60:14:39.5;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 407;Neb;21:35:55.46;+44:13:28.2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 408;Neb;21:02:37.73;+50:11:54.2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 409;Neb;21:03:38.14;+50:06:57.2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 410;Neb;21:07:40.10;+49:37:09.5;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 411;Neb;21:05:39.05;+49:55:03.4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 412;Neb;21:03:37.87;+50:14:57.1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 413;Neb;16:50:39.77;+60:45:00.0;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 414;Neb;21:41:56.59;+44:25:43.3;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 415;Neb;16:45:37.44;+61:24:39.2;;210;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 416;Neb;21:29:48.96;+47:43:12.0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 417;Neb;21:25:46.58;+48:33:01.1;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 418;Neb;22:57:25.54;+24:16:03.7;;200;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 419;Neb;23:12:28.87;+19:16:19.6;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 420;Neb;22:05:03.98;+42:44:36.6;;190;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 421;Neb;21:35:46.49;+50:13:27.8;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 422;Neb;20:50:18.77;+56:46:16.0;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 423;Neb;21:37:46.82;+50:21:33.1;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 424;Neb;21:53:55.92;+47:14:12.1;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 425;Neb;22:12:05.14;+43:14:51.0;;270;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 426;Neb;21:40:47.62;+50:23:40.6;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 427;Neb;23:10:27.38;+23:36:17.6;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 428;Neb;22:32:13.94;+38:15:27.7;;110;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 429;Neb;22:30:12.91;+39:05:24.4;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 430;Neb;22:31:13.13;+39:05:26.2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 431;Neb;23:08:26.57;+25:26:15.7;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 432;Neb;22:22:08.50;+42:15:10.1;;270;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 433;Neb;22:37:15.12;+38:05:35.9;;120;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 434;Neb;23:42:32.88;+09:16:39.0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 435;Neb;22:40:16.08;+37:35:40.2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 436;Neb;21:28:36.17;+54:33:09.0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 437;Neb;22:32:12.22;+40:35:27.6;;75;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 438;Neb;22:41:16.18;+37:45:41.8;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 439;Neb;23:05:25.03;+28:36:12.6;;28;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 440;Neb;22:44:17.14;+37:15:46.4;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 441;Neb;21:03:14.66;+59:32:56.8;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 442;Neb;22:38:13.25;+41:05:37.3;;110;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 443;Neb;21:32:34.61;+55:53:19.7;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 444;Neb;20:18:42.29;+63:49:28.9;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 445;Neb;21:11:18.34;+59:17:20.8;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 446;Neb;21:17:22.54;+58:35:38.4;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 447;Neb;20:14:38.42;+64:19:14.2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 448;Neb;22:40:13.37;+41:35:40.2;;42;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 449;Neb;21:11:17.09;+59:42:20.5;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 450;Neb;22:42:13.37;+42:15:43.2;;290;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 451;Neb;21:34:31.66;+57:28:25.0;;12;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 452;Neb;21:35:32.21;+57:23:27.6;;14;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 453;Neb;21:15:17.04;+60:12:32.4;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 454;Neb;22:47:14.95;+41:45:50.4;;180;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 455;Neb;21:39:32.90;+57:43:37.6;;150;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 456;Neb;21:39:31.51;+58:18:37.8;;10;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 457;Neb;21:44:34.03;+58:03:50.0;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 458;Neb;22:54:16.80;+41:35:59.6;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 459;Neb;20:15:21.43;+67:19:17.4;;160;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 460;Neb;22:57:17.74;+41:16:03.4;;35;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 461;Neb;22:53:15.62;+43:05:58.6;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 462;Neb;22:55:16.44;+42:36:01.1;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 463;Neb;22:58:17.78;+41:36:04.7;;50;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 464;Neb;19:31:45.82;+69:56:31.2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 465;Neb;19:23:40.37;+70:15:58.3;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 466;Neb;23:31:29.09;+28:36:33.8;;20;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 467;Neb;23:22:26.28;+33:46:27.8;;15;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 468;Neb;20:42:29.69;+67:50:51.7;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 469;Neb;19:37:38.28;+70:56:55.0;;60;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 470;Neb;23:26:27.43;+32:16:30.7;;240;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 471;Neb;22:18:51.17;+56:05:04.2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 472;Neb;21:20:02.42;+64:52:46.2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 473;Neb;22:19:51.84;+55:55:06.2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;
LBN 474;Neb;22:07:42.55;+58:24:42.5;;45;;;;;;;;;;;;;;;;;;;;;;;;;;
